system:index,BAI,NDVI,Severity,cell_id,elevation,end_date,precipitation,slope,start_date,temperature_2m_max,temperature_2m_min,.geo
"-27008,7961_0",51.5340146946766,0.4942738384023544,0.0,-121.30625017927257_35.7596856723643,19,2009-01-01,1.4963126,5.072216,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30611543199727,35.75964075682365]}"
"-27007,7961_0",57.12963381603804,0.513251720769048,0.0,-121.30175860291075_35.75968567232881,125,2009-01-01,1.4963126,15.964599,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.75964075682365]}"
"-27009,7962_0",84.3889461505077,0.4441819124509655,0.0,-121.3107417556869_35.76417724872933,181,2009-01-01,1.4963126,37.341053,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31069683994629,35.76422216477266]}"
"-27008,7962_0",146.20223984353782,0.49197664078386905,0.0,-121.3062501792855_35.76417724870201,270,2009-01-01,1.4963126,14.132218,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30611543199727,35.76422216477266]}"
"-27007,7962_0",27.813134910347898,0.5887688702673141,0.0,-121.30175860290586_35.76417724873219,275,2009-01-01,1.4963126,31.593945,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.76422216477266]}"
"-27006,7962_0",65.29640013414898,0.38423079423412076,0.0,-121.29726702636071_35.76417724872694,315,2009-01-01,1.5141909,28.491955,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29722211068449,35.76422216477266]}"
"-27009,7963_0",47.534704940870235,0.29809334808151156,0.0,-121.31074175570203_35.76866882519699,356,2009-01-01,1.4963126,20.700367,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31069683994629,35.76853407813643]}"
"-27008,7963_0",24.940904390125546,0.34545046011088754,0.0,-121.30625017931094_35.76866882519759,392,2009-01-01,1.4963126,7.058828,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30638492658251,35.76853407813643]}"
"-27007,7963_0",42.6687416697483,0.27507773207125025,0.0,-121.30175860287288_35.76866882517237,471,2009-01-01,1.4963126,14.3175,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.76853407813643]}"
"-27006,7963_0",42.693234622316005,0.2830003870941308,0.0,-121.29726702638074_35.76866882518616,475,2009-01-01,1.5141909,43.22908,2008-01-01,293.9235449618981,284.45428858689274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29722211068449,35.76853407813643]}"
