system:index,BAI,NDVI,Severity,cell_id,elevation,end_date,precipitation,slope,start_date,temperature_2m_max,temperature_2m_min,.geo
"-27008,7961_0",54.662520455100434,0.5411409208133974,0.0,-121.30625017927257_35.7596856723643,19,2022-01-01,1.883086,5.072216,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30611543199727,35.75964075682365]}"
"-27007,7961_0",46.477987420897165,0.5612554948182488,0.0,-121.30175860291075_35.75968567232881,125,2022-01-01,1.883086,15.964599,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.75964075682365]}"
"-27009,7962_0",77.14813772764967,0.48817527701148217,0.0,-121.3107417556869_35.76417724872933,181,2022-01-01,1.883086,37.341053,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31069683994629,35.76422216477266]}"
"-27008,7962_0",128.50044055325384,0.5235516791739825,0.0,-121.3062501792855_35.76417724870201,270,2022-01-01,1.883086,14.132218,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30611543199727,35.76422216477266]}"
"-27007,7962_0",22.78021049274672,0.6648604466440937,0.0,-121.30175860290586_35.76417724873219,275,2022-01-01,1.883086,31.593945,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.76422216477266]}"
"-27006,7962_0",54.16617032348728,0.43411707523781784,0.0,-121.29726702636071_35.76417724872694,315,2022-01-01,1.9429941,28.491955,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29722211068449,35.76422216477266]}"
"-27009,7963_0",50.015532368904786,0.35166527796321073,0.0,-121.31074175570203_35.76866882519699,356,2022-01-01,1.883086,20.700367,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31069683994629,35.76853407813643]}"
"-27008,7963_0",49.163280280173545,0.36511790253325943,0.0,-121.30625017931094_35.76866882519759,392,2022-01-01,1.883086,7.058828,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30638492658251,35.76853407813643]}"
"-27007,7963_0",47.20824884676509,0.3320398212313268,0.0,-121.30175860287288_35.76866882517237,471,2022-01-01,1.883086,14.3175,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.76853407813643]}"
"-27006,7963_0",43.51934031657445,0.30021453025178996,0.0,-121.29726702638074_35.76866882518616,475,2022-01-01,1.9429941,43.22908,2021-01-01,293.2983852438731,284.56206163380244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29722211068449,35.76853407813643]}"
