system:index,BAI,DSM,NDVI,Plot,Severity,end_date,precipitation,start_date,temperature_2m_max,temperature_2m_min,.geo
0_00000000000000000016_0,19.30048158823937,517.0,0.8052831054252222,BS045,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50634990882752,36.02886584747427]}"
0_00000000000000000017_0,86.25582288747147,584.0,0.7037147912219573,BS046,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5047329413161,36.023475955769555]}"
0_00000000000000000018_0,24.528580272281605,690.0,0.7310163314771913,BS047,0.0,2007-01-01,1.8084484,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49988203878186,36.02805736371856]}"
0_00000000000000000019_0,59.2372362752377,527.0,0.7686502181796119,BS048,0.0,2007-01-01,1.8084484,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4904497282986,36.02859635288903]}"
0_0000000000000000001a_0,47.02416804379224,721.0,0.7580496575711893,BS050,0.0,2007-01-01,1.8084484,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47966994488917,36.03290826625281]}"
0_0000000000000000001b_0,48.91035909509245,575.0,0.784997864218544,BS052,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50122951170803,36.01323516153059]}"
0_0000000000000000001c_0,90.59533642421907,380.0,0.735317161908406,BS053,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50661940341276,36.01242667777488]}"
0_0000000000000000001d_0,67.08948704566349,573.0,0.6624843204181604,BS054,0.0,2007-01-01,1.6517483,2006-01-01,292.928344517538,284.3553014885889,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31339178579864,35.78685970993247]}"
0_0000000000000000001e_0,47.57280798630779,599.0,0.7472449896459276,BS057,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51173980053224,36.029135342059504]}"
0_0000000000000000001f_0,44.08087194429572,767.0,0.755119068721418,BS058,0.0,2007-01-01,2.0962641,2006-01-01,291.13851627715644,282.9150447061617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54677409661289,36.06012721936163]}"
0_00000000000000000020_0,26.83847409724351,661.0,0.7795949906804576,BS059,0.0,2007-01-01,2.0962641,2006-01-01,291.13851627715644,282.9150447061617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54650460202767,36.056623789753566]}"
0_00000000000000000021_0,24.733303983865213,646.0,0.7448437659077807,BS060,0.0,2007-01-01,2.0962641,2006-01-01,291.13851627715644,282.9150447061617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5438096561753,36.05258137097503]}"
0_00000000000000000022_0,17.2104945544785,612.0,0.7612067355847674,BS062,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54973853705049,36.03398624459375]}"
0_00000000000000000023_0,15.280916699432153,651.0,0.8183820672151584,BS063,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53788077530011,36.035603212105165]}"
0_00000000000000000024_0,23.91077902088099,746.0,0.813024493746214,BS066,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53356886193635,36.03722017961658]}"
0_00000000000000000026_0,14.307172458666928,705.0,0.7679895910306525,BS071,0.0,2007-01-01,1.8769169,2006-01-01,291.6203050169226,283.72454629140356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54515712910148,36.037759168787055]}"
0_00000000000000000029_0,17.589524494982772,581.0,0.8438053875507284,BS076,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8219280681387,36.361961154825785]}"
0_0000000000000000002a_0,19.727334378360165,607.0,0.8332819229039997,BS077,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81896362770111,36.35926620897343]}"
0_0000000000000000002b_0,79.42488974947611,626.0,0.6790324080892605,BS078,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81599918726351,36.35549328478013]}"
0_0000000000000000002c_0,26.03017023428038,745.0,0.8108352049623658,BS079,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81249575765546,36.35953570355866]}"
0_0000000000000000002d_0,43.62449835705801,867.0,0.7769087815253167,BS080,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80441092009838,36.36061368189961]}"
0_0000000000000000002e_0,30.208599835296933,316.0,0.7801476531374685,BS081,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84429611871329,36.37193245447951]}"
0_00000000000000000034_0,12.943982433556034,1009.0,0.7783825745905524,BS088,0.0,2007-01-01,2.3343403,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7963260825413,36.3598051981439]}"
0_00000000000000000035_0,21.18267160432483,1058.0,0.7822294839386603,BS089,0.0,2007-01-01,2.3343403,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7963260825413,36.3665425627748]}"
0_00000000000000000036_0,20.843659318269484,952.0,0.7667051125121779,BS090,0.0,2007-01-01,2.3343403,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79659557712654,36.37085447613857]}"
0_00000000000000000037_0,32.164216334452085,929.0,0.8484192351987914,BS092,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80414142551314,36.37489689491711]}"
0_00000000000000000038_0,69.52580690741836,785.0,0.7183016500015803,BS094,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87259305016305,36.45817072175499]}"
0_0000000000000000003a_0,39.13138761543413,521.0,0.8045821318713782,BS102,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84240965661662,36.38055628120706]}"
0_0000000000000000003b_0,35.324204823896004,504.0,0.7671434053621012,BS103,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84483510788375,36.378939313695646]}"
0_0000000000000000003d_0,63.136764995673936,889.0,0.7813811467209018,BS112,0.0,2007-01-01,2.18666,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8429486457871,36.41774653396961]}"
0_00000000000000000040_0,25.920001200409448,932.0,0.8154116850744585,BS121,0.0,2007-01-01,2.18666,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83944521617903,36.42178895274815]}"
0_00000000000000000041_0,72.0866525185155,766.0,0.6894557875020304,BS122,0.0,2007-01-01,2.18666,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84429611871329,36.423944909430034]}"
0_00000000000000000042_0,70.2652928240711,338.0,0.7562030270281896,BS123,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89415261698191,36.48107776150004]}"
0_00000000000000000043_0,49.00399905816304,376.0,0.8023863225465249,BS124,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.89011019820337,36.47838281564768]}"
0_00000000000000000044_0,41.13779957896306,408.0,0.8276307376171615,BS125,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88633727401007,36.4808082669148]}"
0_00000000000000000045_0,62.30655970466102,311.0,0.7504812136380693,BS126,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88013889854965,36.484311696522866]}"
0_00000000000000000046_0,35.06056715751533,393.0,0.8226388034049753,BS128,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87367102850399,36.477843826477205]}"
0_00000000000000000047_0,55.923195750897726,351.0,0.7931009514401395,BS129,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88741525235102,36.49077956656853]}"
0_00000000000000000048_0,28.649982809968915,242.0,0.7878077400983682,BS130,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88391182274296,36.49563046910277]}"
0_00000000000000000049_0,72.74772438796816,250.0,0.7762730648102182,BS131,0.0,2007-01-01,1.3013933,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88121687689059,36.500750866222255]}"
0_0000000000000000004e_0,41.84801635908435,306.0,0.8234735704296433,BS137,0.0,2007-01-01,2.4954908,2006-01-01,288.96066965599584,284.2491121475011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87555749060064,36.347947436393525]}"
0_0000000000000000004f_0,29.75960152086803,306.0,0.7819263327015823,BS138,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86369972885026,36.49643895285848]}"
0_00000000000000000050_0,34.34882019811083,301.0,0.7334333582515498,BS139,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86289124509456,36.49104906115377]}"
0_00000000000000000051_0,49.53960613632822,333.0,0.8110824366391269,BS140,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86720315845832,36.482425234426216]}"
0_00000000000000000052_0,58.40667036642183,297.0,0.7727472229145756,BS141,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.86100478299791,36.48296422359669]}"
0_00000000000000000053_0,26.053128148022054,503.0,0.7358654507525924,BS144,0.0,2007-01-01,1.732071,2006-01-01,289.90680186650525,282.4440477345088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81761615477494,36.46841151599395]}"
0_00000000000000000054_0,64.13914976018094,722.0,0.779587449176335,BS146,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87313203933351,36.46302162428923]}"
0_00000000000000000055_0,70.4773657023174,435.0,0.8092464703441024,BS147,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.88687626318055,36.47083696726107]}"
0_00000000000000000056_0,34.64613886102077,880.0,0.8049670598179525,BS148,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87124557723686,36.453050324635505]}"
0_00000000000000000057_0,53.21287772158417,767.0,0.7903167813026098,BS149,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.87690496352683,36.45251133546503]}"
0_00000000000000000059_0,62.61816654542525,513.0,0.7859104736183712,BS151,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85130297792941,36.46248263511876]}"
0_0000000000000000005a_0,80.1713145644117,436.0,0.7609947986457535,BS152,0.0,2007-01-01,1.6362692,2006-01-01,288.9997430252702,283.45979146042913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.85184196709989,36.46706404306777]}"
0_0000000000000000005b_0,41.491500149871364,440.0,0.8328944398738946,BS156,0.0,2007-01-01,2.679913,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80306344717219,36.30725375402291]}"
0_0000000000000000005c_0,72.83192982649649,369.0,0.7278478533551073,BS157,0.0,2007-01-01,2.679913,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80737536053597,36.30375032441484]}"
0_0000000000000000005d_0,11.053333236981123,649.0,0.8255403386710412,BS158,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.8143822197521,36.35118137141635]}"
0_0000000000000000005e_0,30.32498708052272,294.0,0.8222971088480255,BS159,0.0,2007-01-01,2.679913,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80225496341649,36.34067108259215]}"
0_0000000000000000005f_0,12.984398865042849,409.0,0.8358855548637232,BS160,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79821254463795,36.32935231001225]}"
0_00000000000000000060_0,16.16306879852449,1125.0,0.673212684846212,BS161,0.0,2007-01-01,2.3196886,2006-01-01,289.6812222833503,281.9554709656598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71305225570342,36.3350116963022]}"
0_00000000000000000061_0,25.195123573427452,1102.0,0.8216601919908437,BS162,0.0,2007-01-01,2.3196886,2006-01-01,289.6812222833503,281.9554709656598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71601669614101,36.34013209342169]}"
0_00000000000000000062_0,14.160259401466357,1175.0,0.7544161568408044,BS163,0.0,2007-01-01,2.3196886,2006-01-01,289.6812222833503,281.9554709656598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.71952012574909,36.3455219851264]}"
0_00000000000000000063_0,17.990615092849154,327.0,0.8458983770030842,BS165,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79201416917752,36.32584888040418]}"
0_00000000000000000064_0,29.48514644525946,373.0,0.825121732530981,BS166,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79228366376276,36.32935231001225]}"
0_00000000000000000065_0,42.75363696935633,437.0,0.8036993666169759,BS167,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79066669625135,36.320997977869936]}"
0_00000000000000000066_0,67.54238540527537,346.0,0.8071317917327047,BS168,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78446832079092,36.32477090206324]}"
0_00000000000000000067_0,14.253800319731054,1111.0,0.6417407886531821,BS172,0.0,2007-01-01,2.068217,2006-01-01,290.1317249872913,280.346741684169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7429661546646,36.361961154825785]}"
0_00000000000000000068_0,10.336283351782141,522.0,0.8365279937933828,BS175,0.0,2007-01-01,2.679913,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80117698507554,36.314799602409515]}"
0_00000000000000000069_0,11.988101092986236,533.0,0.8454675005720528,BS176,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79147518000705,36.30967920529003]}"
0_0000000000000000006a_0,53.314707246311364,577.0,0.8123111172183948,BS177,0.0,2007-01-01,2.6230886,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79012770708087,36.30698425943768]}"
0_0000000000000000006b_0,49.72412274088566,231.0,0.8472885331180726,BS186,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82731795984343,36.268985522919415]}"
0_0000000000000000006c_0,42.54697992380292,123.0,0.8121752053465269,BS187,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82731795984343,36.28111277925503]}"
0_0000000000000000006d_0,28.406807503704414,275.0,0.7820516027539347,BS188,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82300604647965,36.26413462038517]}"
0_0000000000000000006e_0,56.68607663866397,109.0,0.7633320482100504,BS190,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83297734613338,36.285963681789276]}"
0_0000000000000000006f_0,43.54902596589387,422.0,0.8298916159333901,BS193,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82839593818437,36.2988994218806]}"
0_00000000000000000070_0,67.91766409546982,437.0,0.7404810695636804,BS194,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82408402482059,36.29674346519871]}"
0_00000000000000000071_0,92.54422416531673,590.0,0.587551660632602,BS195,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81249575765546,36.2951264976873]}"
0_00000000000000000072_0,55.520402421029104,661.0,0.7045374548923987,BS196,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80926182263262,36.29135357349399]}"
0_00000000000000000073_0,11.273049270836628,790.0,0.795719575498638,BS201,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.82650947608772,36.353606822683474]}"
0_00000000000000000074_0,14.294156388108876,787.0,0.6487097264802785,BS202,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83567229198573,36.35333732809824]}"
0_00000000000000000075_0,33.29401817570127,795.0,0.8256589832520863,BS203,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.83675027032668,36.35791873604725]}"
0_00000000000000000076_0,32.703049926307095,794.0,0.8134851791645765,BS204,0.0,2007-01-01,2.3032231,2006-01-01,289.34891863261186,282.214373319443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.84240965661662,36.358188230632486]}"
0_00000000000000000077_0,32.887955062812175,98.0,0.7911216503418745,BS205,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81195676848498,36.27006350126036]}"
0_00000000000000000078_0,33.11448335121074,335.0,0.8333956463705428,BS207,0.0,2007-01-01,3.0138586,2006-01-01,289.2602535718108,283.1223825951145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80252445800173,36.25712776116904]}"
0_00000000000000000080_0,50.09166091158085,375.0,0.7873525764178022,BS223,0.0,2007-01-01,2.65771,2006-01-01,289.6812222833503,281.9554709656598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74916453012503,36.250390396538144]}"
0_00000000000000000081_0,69.52887994523041,457.0,0.7536865536474142,BS224,0.0,2007-01-01,2.65771,2006-01-01,289.6812222833503,281.9554709656598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73973221964177,36.25389382614621]}"
0_00000000000000000082_0,64.85933744781278,497.0,0.799496027688039,BS226,0.0,2007-01-01,2.8762233,2006-01-01,290.092587029444,283.62809026012684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73595929544847,36.24958191278244]}"
0_00000000000000000083_0,59.93149996349414,517.0,0.7774483729809817,BS228,0.0,2007-01-01,2.8762233,2006-01-01,290.092587029444,283.62809026012684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72733546872092,36.24580898858913]}"
0_00000000000000000084_0,70.61589151376855,742.0,0.7836605081844156,BS229,0.0,2007-01-01,2.8762233,2006-01-01,290.092587029444,283.62809026012684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7286829416471,36.23637667810588]}"
0_00000000000000000085_0,24.790512903343156,563.0,0.8141343279051849,BS230,0.0,2007-01-01,2.8762233,2006-01-01,290.092587029444,283.62809026012684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72059810409003,36.24149707522536]}"
0_00000000000000000086_0,70.91514931068214,723.0,0.7174706765349467,BS232,0.0,2007-01-01,2.8762233,2006-01-01,290.092587029444,283.62809026012684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74620008968743,36.23961061312871]}"
0_00000000000000000087_0,75.37172307725127,709.0,0.7211118133579362,BS233,0.0,2007-01-01,2.8762233,2006-01-01,290.092587029444,283.62809026012684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.74512211134649,36.2312562809864]}"
