system:index,BAI,NDVI,Severity,cell_id,elevation,end_date,precipitation,slope,start_date,temperature_2m_max,temperature_2m_min,.geo
"-27008,7961_0",51.468414580081856,0.5360007832062655,0.0,-121.30625017927257_35.7596856723643,19,2017-01-01,1.8271989,5.072216,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30611543199727,35.75964075682365]}"
"-27007,7961_0",49.20565054371096,0.555636272886357,0.0,-121.30175860291075_35.75968567232881,125,2017-01-01,1.8271989,15.964599,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.75964075682365]}"
"-27009,7962_0",69.41566584223688,0.4916293754725853,0.0,-121.3107417556869_35.76417724872933,181,2017-01-01,1.8271989,37.341053,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31069683994629,35.76422216477266]}"
"-27008,7962_0",117.29309842336515,0.5183018573526529,0.0,-121.3062501792855_35.76417724870201,270,2017-01-01,1.8271989,14.132218,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30611543199727,35.76422216477266]}"
"-27007,7962_0",25.72679189862807,0.6263520156969552,0.0,-121.30175860290586_35.76417724873219,275,2017-01-01,1.8271989,31.593945,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.76422216477266]}"
"-27006,7962_0",53.73037607618658,0.4258409329467936,0.0,-121.29726702636071_35.76417724872694,315,2017-01-01,1.7851603,28.491955,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29722211068449,35.76422216477266]}"
"-27009,7963_0",33.72753838674068,0.38907747051704544,0.0,-121.31074175570203_35.76866882519699,356,2017-01-01,1.8271989,20.700367,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31069683994629,35.76853407813643]}"
"-27008,7963_0",33.35278447703666,0.4096461393554946,0.0,-121.30625017931094_35.76866882519759,392,2017-01-01,1.8271989,7.058828,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30638492658251,35.76853407813643]}"
"-27007,7963_0",39.69018454426581,0.35096754886056636,0.0,-121.30175860287288_35.76866882517237,471,2017-01-01,1.8271989,14.3175,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3018035186335,35.76853407813643]}"
"-27006,7963_0",40.298695607395544,0.3264724395732675,0.0,-121.29726702638074_35.76866882518616,475,2017-01-01,1.7851603,43.22908,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29722211068449,35.76853407813643]}"
"-27004,7963_0",24.156355945390867,0.3826104313699967,0.0,-121.28828387359552_35.76866882519612,359,2017-01-01,1.7851603,14.759226,2016-01-01,293.7025473756217,284.99049886067706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.2883287893717,35.76853407813643]}"
