system:index,BAI,DSM,NDVI,Plot,Severity,end_date,precipitation,start_date,temperature_2m_max,temperature_2m_min,.geo
3_00000000000000000075_0,46.155477203159705,34.0,0.372704629292794,BS203,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000076_0,46.155477203159705,34.0,0.372704629292794,BS204,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000077_0,46.155477203159705,34.0,0.372704629292794,BS205,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000078_0,46.155477203159705,34.0,0.372704629292794,BS207,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000079_0,46.155477203159705,34.0,0.372704629292794,BS210,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_0000000000000000007a_0,46.155477203159705,34.0,0.372704629292794,BS217,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_0000000000000000007b_0,46.155477203159705,34.0,0.372704629292794,BS218,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_0000000000000000007c_0,46.155477203159705,34.0,0.372704629292794,BS219,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_0000000000000000007d_0,46.155477203159705,34.0,0.372704629292794,BS220,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_0000000000000000007e_0,46.155477203159705,34.0,0.372704629292794,BS221,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_0000000000000000007f_0,46.155477203159705,34.0,0.372704629292794,BS222,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000080_0,46.155477203159705,34.0,0.372704629292794,BS223,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000081_0,46.155477203159705,34.0,0.372704629292794,BS224,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
3_00000000000000000082_0,46.155477203159705,34.0,0.372704629292794,BS226,3.0,2010-01-01,0.07053687,2009-01-01,294.81139914194745,282.516719977061,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5,36.5]}"
