"","Plot","SampleYear","Elevation","Slope","BurnScar","PRam","Fire","HostCwdMass","PlotCwdMass","DeadHostBiomass"
"242","BS426",2009,226,34,"dolan_chalk",0,1,3.90596177192913,3.90596177192913,100.967411584816
"243","BS426",2010,226,34,"dolan_chalk",0,1,2.09577777797389,2.09577777797389,9314.28059275336
"244","BS426",2013,226,34,"dolan_chalk",0,1,20.7328502100548,20.7328502100548,9439.26066688114
"245","BS426",2018,226,34,"dolan_chalk",0,1,11.8106592934685,11.8106592934685,229.865164840073
"246","BS426",2021,226,34,"dolan_chalk",0,1,4.88575502482522,4.88575502482522,115812.099162578
"247","BS427",2019,517,32,"sober",1,1,13.9843830407787,60.3210687181715,17915.7710392811
"248","BS427",2019,517,32,"sober",1,1,13.9843830407787,60.3210687181715,17915.7710392811
"249","BS427",2023,517,32,"sober",1,1,13.9843830407787,71.768397160702,NA
"250","BS427",2023,517,32,"sober",1,1,13.9843830407787,71.768397160702,NA
"251","BS429",2009,351,35,"sober",1,0,14.7473690409052,14.7473690409052,NA
"252","BS429",2010,351,35,"sober",1,0,31.7473723116,31.7473723116,101288.117323674
"253","BS429",2013,351,35,"sober",1,0,31.923542191661,31.923542191661,114725.599613719
"254","BS429",2018,351,35,"sober",1,1,84.4262906817941,84.4262906817941,201863.542638566
"255","BS429",2022,351,35,"sober",1,1,80.9780033094598,88.2099209236418,NA
"256","BS433",2018,350,34,"sober_chalk",1,1,6.11163424846919,73.4221862986938,13829.7891858015
"257","BS433",2022,350,34,"sober_chalk",1,1,29.2318679067548,96.5424199569794,9196.63831226565
"258","BS457",2009,443,34,"chalk",1,1,20.1712896678777,55.9428584777081,NA
"259","BS457",2010,443,34,"chalk",1,1,22.6737939724131,62.3976992432757,50342.3713609457
"260","BS457",2013,443,34,"chalk",1,1,37.634050835225,77.6039800472815,56559.8387502697
"261","BS457",2018,443,34,"chalk",1,1,30.0701199770277,69.9153413605989,10361.9228490586
"262","BS457",2022,443,34,"chalk",1,1,25.6671977429529,41.0249722669271,70.3040655239797
"263","BS458",2009,834,33,"dolan_chalk",1,1,0.269339461076299,0.269339461076299,NA
"264","BS458",2009,834,33,"dolan_chalk",1,1,0.269339461076299,0.269339461076299,NA
"265","BS458",2011,834,33,"dolan_chalk",1,1,0.269339461076299,0.269339461076299,1714.3995924743
"266","BS458",2011,834,33,"dolan_chalk",1,1,0.269339461076299,0.269339461076299,1714.3995924743
"267","BS458",2014,834,33,"dolan_chalk",1,1,2.1360848775129,2.1360848775129,1717.18853962626
"268","BS458",2019,834,33,"dolan_chalk",1,1,1.64286971026751,1.64286971026751,54862.0775483165
"269","BS458",2021,834,33,"dolan_chalk",1,1,26.3463311079461,26.3463311079461,87653.243265912
"270","BS458",2021,834,33,"dolan_chalk",1,1,26.3463311079461,26.3463311079461,87653.243265912
"271","BS494",2010,442,32,"control",1,0,10.8372195286747,11.4896814513003,2855.20841288259
"272","BS494",2013,442,32,"control",1,0,10.8372195286747,11.4896814513003,2185.53337871344
"273","BS494",2018,442,32,"control",1,0,9.71319648871668,10.3656584113423,723.842559688544
"274","BS494",2022,442,32,"control",1,0,10.4442623939508,11.0967243165764,926.110444892205
"275","BS513",2009,310,33,"dolan",0,0,10.2148000636165,13.855805922956,NA
"276","BS513",2011,310,33,"dolan",1,0,10.2148000636165,13.7667875805147,33402.3215852264
"277","BS513",2014,310,33,"dolan",1,0,10.9810964378767,18.41102611307,26180.9225161375
"278","BS513",2019,310,33,"dolan",1,0,38.7911833615881,44.8737828794272,39821.9948590232
"279","BS520",2011,88,28,"control",1,0,3.65443337809004,3.65443337809004,108987.657714545
"280","BS520",2014,88,28,"control",1,0,8.52975227739131,9.75711719287476,79238.430660855
"281","BS520",2022,88,28,"control",1,0,11.6474532749609,14.2773506369293,NA
"282","BS521",2009,549,35,"chalk",1,1,1.71485411094788,4.01783721308639,66.2362467105847
"283","BS521",2018,549,35,"chalk",1,1,73.3451641326358,79.8332540888854,43333.4504988119
"284","BS521",2022,549,35,"chalk",1,1,47.1803609865549,53.3762647597477,4029.68672113598
"285","BS600",2023,549,32,"sober",1,1,32.2810700564156,36.4306316831077,91240.4115974299
"286","BS601",2009,603,25,"sober",1,0,2.96321220561779,35.4156954544224,NA
"287","BS601",2010,603,25,"sober",1,0,2.96321220561779,23.4208679227163,NA
"288","BS601",2013,603,25,"sober",1,0,17.801395068922,38.5391089929724,47646.8978686086
"289","BS603",2009,491,31,"sober",1,0,33.5171382807484,181.040041634565,149.791836637518
"290","BS603",2010,491,31,"sober",1,0,35.3552353887669,181.865547061281,18548.9011988791
