"","Plot","SampleYear","Species","TotalStem","LiveBiomass","Elevation","Slope","BurnScar","PRam","Fire"
"715","BS186",2006,"SESE",20,131070.011082051,235,22,"control",1,0
"716","BS186",2006,"UMCA",2,109.048667421641,235,22,"control",1,0
"717","BS187",2006,"SESE",19,620320.382404938,114,16,"chalk",1,0
"718","BS187",2006,"UMCA",39,106550.746894808,114,16,"chalk",1,0
"719","BS187",2009,"SESE",1,1.24512045165484,114,16,"chalk",1,1
"720","BS187",2010,"SESE",33,92755.2900480485,114,16,"chalk",1,1
"721","BS187",2010,"UMCA",68,105617.715428763,114,16,"chalk",1,1
"722","BS187",2013,"SESE",48,100244.683356296,114,16,"chalk",1,1
"723","BS187",2013,"UMCA",125,114950.990919526,114,16,"chalk",1,1
"724","BS187",2018,"SESE",52,128916.253648369,114,16,"chalk",1,1
"725","BS187",2018,"UMCA",133,116360.142406659,114,16,"chalk",1,1
"726","BS187",2022,"SESE",33,126203.964133888,114,16,"chalk",1,1
"727","BS187",2022,"UMCA",87,126251.895244062,114,16,"chalk",1,1
"728","BS188",2006,"LIDE",11,708.456173525271,259,28,"control",1,0
"729","BS188",2006,"QUAG",9,134996.849394935,259,28,"control",1,0
"730","BS188",2006,"UMCA",4,2957.32657795936,259,28,"control",1,0
"731","BS188",2009,"UMCA",1,2.75645195856039,259,28,"control",1,0
"732","BS188",2011,"LIDE",14,1194.31887371468,259,28,"control",1,0
"733","BS188",2011,"QUAG",8,152646.832948908,259,28,"control",1,0
"734","BS188",2011,"UMCA",5,5458.26189680818,259,28,"control",1,0
"735","BS188",2014,"LIDE",17,905.54084999532,259,28,"control",1,0
"736","BS188",2014,"QUAG",8,151871.59298221,259,28,"control",1,0
"737","BS188",2014,"UMCA",7,7160.56003686456,259,28,"control",1,0
"738","BS190",2006,"SESE",11,761406.873315203,79,8,"chalk",1,0
"739","BS190",2006,"UMCA",16,113379.62547336,79,8,"chalk",1,0
"740","BS190",2009,"SESE",1,17.7666784545482,79,8,"chalk",1,1
"741","BS190",2018,"SESE",29,802944.775968587,79,8,"chalk",1,1
"742","BS190",2018,"UMCA",36,4365.9885558046,79,8,"chalk",1,1
"743","BS193",2006,"QUAG",1,33240.0790761108,413,27,"sober_chalk",1,0
"744","BS193",2006,"UMCA",47,123721.933625893,413,27,"sober_chalk",1,0
"745","BS193",2023,"SESE",8,124.286292113737,413,27,"sober_chalk",1,1
"746","BS193",2023,"UMCA",106,82332.2627059305,413,27,"sober_chalk",1,1
"747","BS194",2006,"LIDE",6,177.111834201267,417,38,"sober_chalk",1,0
"748","BS194",2006,"UMCA",21,146754.849433473,417,38,"sober_chalk",1,0
"749","BS194",2009,"UMCA",2,10.9337610123442,417,38,"sober_chalk",1,1
"750","BS194",2011,"LIDE",16,63.061381929368,417,38,"sober_chalk",1,1
"751","BS194",2011,"UMCA",176,78562.2754205264,417,38,"sober_chalk",1,1
"752","BS194",2014,"LIDE",42,755.833636877555,417,38,"sober_chalk",1,1
"753","BS194",2014,"UMCA",189,91783.923625856,417,38,"sober_chalk",1,1
"754","BS194",2019,"LIDE",5,139.056362188999,417,38,"sober_chalk",1,1
"755","BS194",2019,"UMCA",102,98110.2711301515,417,38,"sober_chalk",1,1
"756","BS194",2022,"LIDE",3,202.428863775018,417,38,"sober_chalk",1,1
"757","BS194",2022,"UMCA",73,100595.018577986,417,38,"sober_chalk",1,1
"758","BS195",2006,"LIDE",15,169853.728534687,579,42,"sober_chalk",1,0
"759","BS195",2006,"UMCA",8,4472.82749692752,579,42,"sober_chalk",1,0
"760","BS195",2011,"LIDE",9,24.9145196421359,579,42,"sober_chalk",1,1
"761","BS195",2011,"UMCA",22,158.988047682603,579,42,"sober_chalk",1,1
"762","BS195",2014,"LIDE",55,793.841770996343,579,42,"sober_chalk",1,1
"763","BS195",2014,"UMCA",31,1051.75884763875,579,42,"sober_chalk",1,1
"764","BS195",2019,"LIDE",2,68.1857329432907,579,42,"sober_chalk",1,1
"765","BS195",2019,"UMCA",2,10.209159322858,579,42,"sober_chalk",1,1
"766","BS195",2022,"LIDE",4,609.001458685595,579,42,"sober_chalk",1,1
"767","BS195",2022,"UMCA",9,529.043442529491,579,42,"sober_chalk",1,1
"768","BS196",2006,"LIDE",1,2.172616656381,646,30,"sober_chalk",1,0
"769","BS196",2006,"QUAG",3,216213.853274365,646,30,"sober_chalk",1,0
"770","BS196",2006,"UMCA",16,66732.3543354974,646,30,"sober_chalk",1,0
"771","BS196",2009,"UMCA",2,12723.9470770652,646,30,"sober_chalk",1,1
"772","BS196",2023,"ARME",1,5.82664416058169,646,30,"sober_chalk",1,1
"773","BS196",2023,"UMCA",21,37277.1060656685,646,30,"sober_chalk",1,1
"774","BS201",2006,"ARME",26,197345.119736829,771,29,"sober_chalk",0,0
"775","BS201",2006,"LIDE",2,748.263676398342,771,29,"sober_chalk",0,0
"776","BS201",2006,"QUAG",8,52242.80072234,771,29,"sober_chalk",0,0
"777","BS201",2009,"ARME",39,174.848014041892,771,29,"sober_chalk",0,1
"778","BS202",2006,"QUAG",3,94539.4577014718,770,37,"sober_chalk",0,0
"779","BS202",2006,"UMCA",10,14397.2101493333,770,37,"sober_chalk",0,0
"780","BS202",2011,"QUAG",3,99056.7548047205,770,37,"sober_chalk",1,1
"781","BS202",2014,"QUAG",4,103643.279705502,770,37,"sober_chalk",1,1
"782","BS202",2014,"UMCA",22,247.719620797514,770,37,"sober_chalk",1,1
"783","BS202",2019,"QUAG",3,109476.226955673,770,37,"sober_chalk",1,1
"784","BS202",2019,"UMCA",3,9.07164273401927,770,37,"sober_chalk",1,1
"785","BS202",2023,"QUAG",3,115581.083127575,770,37,"sober_chalk",1,1
"786","BS202",2023,"UMCA",5,107.742378032627,770,37,"sober_chalk",1,1
"787","BS203",2006,"LIDE",2,47.1624644388339,768,18,"sober",1,0
"788","BS203",2006,"QUAG",3,90209.5196499184,768,18,"sober",1,0
"789","BS203",2006,"UMCA",8,36560.0696916837,768,18,"sober",1,0
"790","BS203",2019,"QUAG",1,47776.649586837,768,18,"sober",1,1
"791","BS203",2019,"UMCA",15,12064.5666926942,768,18,"sober",1,1
"792","BS203",2023,"UMCA",12,8885.67391930115,768,18,"sober",1,1
"793","BS204",2006,"LIDE",2,232.424195736223,784,30,"sober",1,0
"794","BS204",2006,"QUAG",3,52432.3238100934,784,30,"sober",1,0
"795","BS204",2006,"UMCA",51,50869.4719762541,784,30,"sober",1,0
"796","BS204",2019,"QUAG",1,17256.6723613654,784,30,"sober",1,1
"797","BS204",2019,"UMCA",179,23092.4760875217,784,30,"sober",1,1
"798","BS204",2023,"QUAG",1,17256.6723613654,784,30,"sober",1,1
"799","BS204",2023,"UMCA",101,23126.1662062371,784,30,"sober",1,1
"800","BS205",2006,"UMCA",10,25487.5487368847,91,15,"control",1,0
"801","BS207",2006,"LIDE",24,32018.6908177576,305,33,"control",1,0
"802","BS207",2006,"SESE",90,169708.401075869,305,33,"control",1,0
"803","BS207",2006,"UMCA",36,25756.4512639171,305,33,"control",1,0
"804","BS210",2007,"SESE",32,670760.474832265,25,40,"control",1,0
"805","BS210",2007,"UMCA",8,122825.15335152,25,40,"control",1,0
"806","BS217",2006,"LIDE",10,358.583567632727,127,30,"sober_chalk",1,0
"807","BS217",2006,"QUAG",20,335884.427207825,127,30,"sober_chalk",1,0
"808","BS217",2006,"UMCA",4,26.2479208686895,127,30,"sober_chalk",1,0
"809","BS217",2009,"LIDE",1,3.39050607085258,127,30,"sober_chalk",1,1
"810","BS217",2011,"LIDE",1,3.39050607085258,127,30,"sober_chalk",1,1
"811","BS217",2011,"QUAG",18,352128.678132628,127,30,"sober_chalk",1,1
"812","BS217",2014,"LIDE",4,31.8396044587636,127,30,"sober_chalk",1,1
"813","BS217",2014,"QUAG",18,360489.461991646,127,30,"sober_chalk",1,1
"814","BS217",2019,"QUAG",18,376252.844583495,127,30,"sober_chalk",1,1
"815","BS217",2022,"LIDE",2,7.51260895993954,127,30,"sober_chalk",1,1
"816","BS217",2022,"QUAG",18,387785.819235482,127,30,"sober_chalk",1,1
"817","BS217",2022,"UMCA",3,18.6121313001266,127,30,"sober_chalk",1,1
"818","BS218",2006,"LIDE",5,64.255052392782,92,27,"chalk",1,0
"819","BS218",2006,"QUAG",1,34507.1670439337,92,27,"chalk",1,0
"820","BS218",2006,"UMCA",50,133858.360629053,92,27,"chalk",1,0
"821","BS219",2006,"SESE",37,1291775.01145335,101,19,"chalk",0,0
"822","BS220",2006,"LIDE",17,16560.5241876593,231,40,"sober_chalk",1,0
"823","BS220",2006,"UMCA",31,30916.3454268495,231,40,"sober_chalk",1,0
"824","BS220",2009,"LIDE",3,404.229438224292,231,40,"sober_chalk",1,1
"825","BS220",2009,"UMCA",1,1790.15381023434,231,40,"sober_chalk",1,1
"826","BS220",2023,"LIDE",44,11090.9230698859,231,40,"sober_chalk",1,1
"827","BS220",2023,"PIPO",1,2.68042260279046,231,40,"sober_chalk",1,1
"828","BS220",2023,"UMCA",37,10914.2446746573,231,40,"sober_chalk",1,1
"829","BS221",2006,"LIDE",15,94867.8060515869,435,30,"sober_chalk",1,0
"830","BS221",2006,"SESE",5,910.443408940674,435,30,"sober_chalk",1,0
"831","BS221",2006,"UMCA",1,7102.88136935528,435,30,"sober_chalk",1,0
"832","BS221",2010,"LIDE",3,10.4168224345549,435,30,"sober_chalk",1,1
"833","BS221",2010,"SESE",32,250.219681631487,435,30,"sober_chalk",1,1
"834","BS221",2013,"LIDE",113,1361.15209680452,435,30,"sober_chalk",1,1
"835","BS221",2013,"LIDE",113,1361.15209680452,435,30,"sober_chalk",1,1
"836","BS221",2013,"SESE",37,1037.70464250873,435,30,"sober_chalk",1,1
"837","BS221",2013,"SESE",37,1037.70464250873,435,30,"sober_chalk",1,1
"838","BS221",2018,"ARME",1,5.82664416058169,435,30,"sober_chalk",1,1
"839","BS221",2018,"LIDE",21,1055.09334862544,435,30,"sober_chalk",1,1
"840","BS221",2018,"SESE",24,3292.29295426488,435,30,"sober_chalk",1,1
"841","BS221",2023,"ARME",6,346.737064608694,435,30,"sober_chalk",1,1
"842","BS221",2023,"LIDE",30,6067.21452429768,435,30,"sober_chalk",1,1
"843","BS221",2023,"SESE",23,7791.92515466225,435,30,"sober_chalk",1,1
"844","BS222",2006,"LIDE",35,25430.900694629,416,37,"sober_chalk",1,0
"845","BS222",2006,"SESE",13,158749.723289766,416,37,"sober_chalk",1,0
"846","BS222",2006,"UMCA",11,682.675596625014,416,37,"sober_chalk",1,0
"847","BS222",2009,"SESE",1,253.513515811088,416,37,"sober_chalk",1,1
"848","BS223",2006,"UMCA",44,25558.3759460355,600,30,"sober_chalk",1,0
"849","BS224",2007,"LIDE",230,106136.905058513,435,31,"sober_chalk",1,0
"850","BS224",2007,"SESE",11,351274.193964273,435,31,"sober_chalk",1,0
"851","BS224",2010,"LIDE",38,201.451364059056,435,31,"sober_chalk",1,1
"852","BS224",2010,"SESE",6,359290.568864861,435,31,"sober_chalk",1,1
"853","BS224",2013,"LIDE",297,4782.84496667368,435,31,"sober_chalk",1,1
"854","BS224",2013,"SESE",7,352720.263416473,435,31,"sober_chalk",1,1
"855","BS224",2018,"LIDE",240,18863.8263606999,435,31,"sober_chalk",1,1
"856","BS224",2018,"SESE",5,350920.03969781,435,31,"sober_chalk",1,1
"857","BS224",2022,"LIDE",137,39420.4135800386,435,31,"sober_chalk",1,1
"858","BS224",2022,"SESE",5,377462.15884768,435,31,"sober_chalk",1,1
"859","BS226",2006,"ARME",16,314.610914052494,474,38,"sober_chalk",1,0
"860","BS226",2006,"LIDE",104,184226.067586924,474,38,"sober_chalk",1,0
"861","BS226",2006,"SESE",60,116476.645626619,474,38,"sober_chalk",1,0
"862","BS226",2006,"UMCA",10,268.904448763982,474,38,"sober_chalk",1,0
"863","BS226",2009,"SESE",1,168.399133764323,474,38,"sober_chalk",1,1
"864","BS226",2009,"UMCA",1,9.0470418055478,474,38,"sober_chalk",1,1
"865","BS226",2018,"ARME",5,826.649471439264,474,38,"sober_chalk",1,1
"866","BS226",2018,"LIDE",60,5769.80331855814,474,38,"sober_chalk",1,1
"867","BS226",2018,"SESE",29,129664.616566606,474,38,"sober_chalk",1,1
"868","BS226",2018,"UMCA",5,930.135130705841,474,38,"sober_chalk",1,1
"869","BS226",2023,"ARME",9,2113.86605538782,474,38,"sober_chalk",1,1
"870","BS226",2023,"LIDE",54,16531.6261975789,474,38,"sober_chalk",1,1
"871","BS226",2023,"SESE",31,148362.811580887,474,38,"sober_chalk",1,1
"872","BS226",2023,"UMCA",5,2019.3350655073,474,38,"sober_chalk",1,1
"873","BS228",2006,"ARME",1,1790.15381023434,600,40,"sober_chalk",1,0
"874","BS228",2006,"LIDE",4,679.311372990424,600,40,"sober_chalk",1,0
"875","BS228",2006,"SESE",2,63.9565746885465,600,40,"sober_chalk",1,0
"876","BS228",2006,"UMCA",23,111461.025197705,600,40,"sober_chalk",1,0
"877","BS229",2006,"ARME",7,42253.170178715,725,35,"sober_chalk",1,0
"878","BS229",2006,"LIDE",3,661.083429134228,725,35,"sober_chalk",1,0
"879","BS229",2006,"QUAG",10,61187.7132101072,725,35,"sober_chalk",1,0
"880","BS229",2006,"UMCA",3,8267.285876883,725,35,"sober_chalk",1,0
"881","BS230",2006,"ARME",13,19077.260191999,552,29,"sober_chalk",1,0
"882","BS230",2006,"QUAG",22,359193.015359803,552,29,"sober_chalk",1,0
"883","BS232",2007,"LIDE",13,180.017736432392,689,33,"sober_chalk",1,0
"884","BS232",2007,"UMCA",117,19552.4924389868,689,33,"sober_chalk",1,0
"885","BS232",2011,"LIDE",11,99.9251760750282,689,33,"sober_chalk",1,1
"886","BS232",2011,"LIDE",11,99.9251760750282,689,33,"sober_chalk",1,1
"887","BS232",2011,"UMCA",249,2260.19828356005,689,33,"sober_chalk",1,1
"888","BS232",2011,"UMCA",249,2260.19828356005,689,33,"sober_chalk",1,1
"889","BS232",2014,"LIDE",17,939.142372601307,689,33,"sober_chalk",1,1
"890","BS232",2014,"LIDE",17,939.142372601307,689,33,"sober_chalk",1,1
"891","BS232",2014,"UMCA",310,8690.01273650279,689,33,"sober_chalk",1,1
"892","BS232",2014,"UMCA",310,8690.01273650279,689,33,"sober_chalk",1,1
"893","BS232",2019,"LIDE",10,137.662161645363,689,33,"sober_chalk",1,1
"894","BS232",2019,"LIDE",10,137.662161645363,689,33,"sober_chalk",1,1
"895","BS232",2019,"UMCA",269,3668.9373827732,689,33,"sober_chalk",1,1
"896","BS232",2019,"UMCA",269,3668.9373827732,689,33,"sober_chalk",1,1
"897","BS232",2023,"ARME",2,97.2596447133964,689,33,"sober_chalk",1,1
"898","BS232",2023,"LIDE",5,978.257154508275,689,33,"sober_chalk",1,1
"899","BS232",2023,"QUAG",2,9.9676056246722,689,33,"sober_chalk",1,1
"900","BS232",2023,"UMCA",161,11768.086748783,689,33,"sober_chalk",1,1
"901","BS233",2006,"ARME",2,45685.726861738,687,38,"chalk",1,0
"902","BS233",2006,"QUAG",8,116984.837809741,687,38,"chalk",1,0
"903","BS233",2006,"UMCA",25,104359.502632928,687,38,"chalk",1,0
"904","BS233",2011,"ARME",21,44522.4016350083,687,38,"chalk",1,1
"905","BS233",2011,"QUAG",5,67368.0436051794,687,38,"chalk",1,1
"906","BS233",2011,"UMCA",207,72461.5589447593,687,38,"chalk",1,1
"907","BS233",2014,"ARME",23,44862.5076079764,687,38,"chalk",1,1
"908","BS233",2014,"LIDE",2,36.6816162205736,687,38,"chalk",1,1
"909","BS233",2014,"QUAG",5,47263.6810248566,687,38,"chalk",1,1
"910","BS233",2014,"UMCA",237,51712.8992466298,687,38,"chalk",1,1
"911","BS233",2019,"ARME",11,42174.0221732553,687,38,"chalk",1,1
"912","BS233",2019,"QUAG",5,45987.918463646,687,38,"chalk",1,1
"913","BS233",2019,"UMCA",190,50056.6571343292,687,38,"chalk",1,1
"914","BS233",2022,"ARME",7,42317.996462928,687,38,"chalk",1,1
"915","BS233",2022,"QUAG",5,46852.8406764555,687,38,"chalk",1,1
"916","BS233",2022,"UMCA",109,52211.8233707231,687,38,"chalk",1,1
"917","BS234",2007,"LIDE",75,10400.5769478228,555,20,"sober_chalk",1,0
"918","BS234",2007,"QUAG",1,19008.4720724948,555,20,"sober_chalk",1,0
"919","BS234",2007,"UMCA",4,262.541476232252,555,20,"sober_chalk",1,0
"920","BS234",2023,"ARME",8,275.461387776891,555,20,"sober_chalk",1,1
"921","BS234",2023,"LIDE",46,12534.3736584952,555,20,"sober_chalk",1,1
"922","BS234",2023,"QUAG",3,57.7666835673108,555,20,"sober_chalk",1,1
"923","BS234",2023,"UMCA",13,1476.39726406304,555,20,"sober_chalk",1,1
"924","BS236",2006,"LIDE",1,11.7976993402948,409,39,"chalk",1,0
"925","BS236",2006,"QUAG",5,87016.7493159266,409,39,"chalk",1,0
"926","BS236",2006,"UMCA",41,79114.2527934055,409,39,"chalk",1,0
"927","BS239",2006,"LIDE",2,32.1378734400168,88,35,"control",1,0
"928","BS239",2006,"SESE",26,1222913.91716475,88,35,"control",1,0
"929","BS239",2006,"UMCA",22,56879.3944927672,88,35,"control",1,0
"930","BS239",2018,"LIDE",5,132.416480711604,88,35,"control",1,0
"931","BS239",2018,"SESE",19,1245636.01881242,88,35,"control",1,0
"932","BS239",2018,"UMCA",19,77633.9441482517,88,35,"control",1,0
"933","BS240",2006,"ARME",5,18113.8469220706,305,39,"sober_chalk",1,0
"934","BS240",2006,"LIDE",17,23628.4111179703,305,39,"sober_chalk",1,0
"935","BS240",2006,"SESE",36,125413.268248415,305,39,"sober_chalk",1,0
"936","BS240",2006,"UMCA",7,3417.96818176666,305,39,"sober_chalk",1,0
"937","BS241",2006,"LIDE",41,124296.579953337,361,39,"sober_chalk",1,0
"938","BS241",2006,"SESE",12,240390.405494112,361,39,"sober_chalk",1,0
"939","BS241",2023,"LIDE",17,16223.7009208983,361,39,"sober_chalk",1,1
"940","BS241",2023,"SESE",10,285865.331584307,361,39,"sober_chalk",1,1
"941","BS242",2006,"LIDE",36,154068.334238956,403,39,"sober_chalk",1,0
"942","BS242",2006,"SESE",12,406582.301502629,403,39,"sober_chalk",1,0
"943","BS242",2009,"LIDE",5,118658.473485521,403,39,"sober_chalk",1,1
"944","BS242",2010,"LIDE",10,147754.681268658,403,39,"sober_chalk",1,1
"945","BS242",2010,"SESE",5,399504.140315572,403,39,"sober_chalk",1,1
"946","BS242",2013,"LIDE",12,151134.738400693,403,39,"sober_chalk",1,1
"947","BS242",2013,"SESE",5,385953.781316986,403,39,"sober_chalk",1,1
"948","BS242",2018,"LIDE",8,101632.556078092,403,39,"sober_chalk",1,1
"949","BS242",2018,"SESE",6,453394.589200657,403,39,"sober_chalk",1,1
"950","BS242",2022,"LIDE",9,77232.6529585266,403,39,"sober_chalk",1,1
"951","BS242",2022,"SESE",6,260191.623273942,403,39,"sober_chalk",1,1
"952","BS243",2006,"ARME",1,16.3461412437701,423,27,"sober_chalk",0,0
"953","BS243",2006,"LIDE",169,25915.8074280153,423,27,"sober_chalk",0,0
"954","BS243",2006,"SESE",13,794022.761062486,423,27,"sober_chalk",0,0
"955","BS244",2006,"ARME",3,14.6376308915205,357,35,"sober_chalk",0,0
"956","BS244",2006,"LIDE",5,38520.0859703603,357,35,"sober_chalk",0,0
"957","BS244",2006,"SESE",43,834819.252634683,357,35,"sober_chalk",0,0
"958","BS244",2006,"UMCA",8,933.965290443347,357,35,"sober_chalk",0,0
"959","BS244",2009,"SESE",14,59699.5882659506,357,35,"sober_chalk",0,1
"960","BS244",2010,"LIDE",1,64817.937082588,357,35,"sober_chalk",0,1
"961","BS244",2010,"SESE",40,978878.544686121,357,35,"sober_chalk",0,1
"962","BS244",2010,"UMCA",6,18.6291382662589,357,35,"sober_chalk",0,1
"963","BS244",2013,"ARME",1,2.19006729913306,357,35,"sober_chalk",0,1
"964","BS244",2013,"LIDE",3,10.9859229316523,357,35,"sober_chalk",0,1
"965","BS244",2013,"SESE",70,963440.564706609,357,35,"sober_chalk",0,1
"966","BS244",2013,"UMCA",11,96.7739427301377,357,35,"sober_chalk",0,1
"967","BS244",2018,"ARME",6,34.3264663170593,357,35,"sober_chalk",0,1
"968","BS244",2018,"LIDE",4,46.0218032855371,357,35,"sober_chalk",0,1
"969","BS244",2018,"SESE",54,887427.572342695,357,35,"sober_chalk",0,1
"970","BS244",2018,"UMCA",10,300.514429345392,357,35,"sober_chalk",0,1
"971","BS244",2023,"ARME",9,215.829499597135,357,35,"sober_chalk",0,1
"972","BS244",2023,"LIDE",1,64.0636300542037,357,35,"sober_chalk",0,1
"973","BS244",2023,"SESE",38,918458.428989108,357,35,"sober_chalk",0,1
"974","BS244",2023,"UMCA",7,454.860241933375,357,35,"sober_chalk",0,1
"975","BS245",2006,"ARME",2,8.58309611914208,443,20,"sober_chalk",1,0
"976","BS245",2006,"QUAG",25,456191.618719863,443,20,"sober_chalk",1,0
"977","BS245",2023,"ARME",2,39.4015860751295,443,20,"sober_chalk",1,1
"978","BS245",2023,"QUAG",15,160300.882969214,443,20,"sober_chalk",1,1
"979","BS246",2006,"QUAG",13,225019.983638669,518,32,"sober_chalk",0,0
"980","BS246",2023,"QUAG",9,237599.129079398,518,32,"sober_chalk",0,1
"981","BS247",2006,"ARME",3,23.7048763302335,570,26,"sober_chalk",0,0
"982","BS247",2006,"SESE",88,1099937.88459286,570,26,"sober_chalk",0,0
"983","BS247",2006,"UMCA",3,2278.7241564623,570,26,"sober_chalk",0,0
"984","BS247",2009,"SESE",57,52755.4298872043,570,26,"sober_chalk",0,1
"985","BS247",2009,"UMCA",2,34.6730737566542,570,26,"sober_chalk",0,1
"986","BS247",2010,"SESE",106,368099.311371695,570,26,"sober_chalk",0,1
"987","BS247",2010,"SESE",106,368099.311371695,570,26,"sober_chalk",0,1
"988","BS247",2010,"UMCA",8,127.721134034146,570,26,"sober_chalk",0,1
"989","BS247",2010,"UMCA",8,127.721134034146,570,26,"sober_chalk",0,1
"990","BS247",2013,"ARME",2,6.88157543488622,570,26,"sober_chalk",0,1
"991","BS247",2013,"ARME",2,6.88157543488622,570,26,"sober_chalk",0,1
"992","BS247",2013,"SESE",143,390307.998656802,570,26,"sober_chalk",0,1
"993","BS247",2013,"SESE",143,390307.998656802,570,26,"sober_chalk",0,1
"994","BS247",2013,"UMCA",11,468.733113828373,570,26,"sober_chalk",0,1
"995","BS247",2013,"UMCA",11,468.733113828373,570,26,"sober_chalk",0,1
"996","BS247",2018,"ARME",2,6.88157543488622,570,26,"sober_chalk",0,1
"997","BS247",2018,"SESE",128,393394.521296179,570,26,"sober_chalk",0,1
"998","BS247",2018,"UMCA",8,618.034161881735,570,26,"sober_chalk",0,1
"999","BS247",2022,"ARME",2,84.1195566855238,570,26,"sober_chalk",0,1
"1000","BS247",2022,"ARME",2,84.1195566855238,570,26,"sober_chalk",0,1
"1001","BS247",2022,"SESE",57,446919.503191431,570,26,"sober_chalk",0,1
"1002","BS247",2022,"SESE",57,446919.503191431,570,26,"sober_chalk",0,1
"1003","BS247",2022,"UMCA",7,1958.54264328231,570,26,"sober_chalk",0,1
"1004","BS247",2022,"UMCA",7,1958.54264328231,570,26,"sober_chalk",0,1
"1005","BS248",2006,"QUAG",18,286165.756447439,637,28,"sober_chalk",0,0
"1006","BS249",2006,"ARME",4,369.187439403192,580,30,"sober_chalk",1,0
"1007","BS249",2006,"LIDE",109,2288.70415749293,580,30,"sober_chalk",1,0
"1008","BS249",2006,"SESE",153,986971.175185633,580,30,"sober_chalk",1,0
"1009","BS249",2006,"UMCA",59,6849.56447799179,580,30,"sober_chalk",1,0
"1010","BS249",2009,"LIDE",4,22.475992853055,580,30,"sober_chalk",1,1
"1011","BS249",2009,"SESE",24,77.6465198690104,580,30,"sober_chalk",1,1
"1012","BS249",2009,"UMCA",55,530.936654360403,580,30,"sober_chalk",1,1
"1013","BS251",2006,"ARME",77,11409.5258214113,866,18,"sober_chalk",0,0
"1014","BS251",2006,"QUAG",44,316985.65281908,866,18,"sober_chalk",0,0
"1015","BS251",2009,"ARME",3,6.57020189739918,866,18,"sober_chalk",0,1
"1016","BS251",2009,"QUAG",1,13674.690607106,866,18,"sober_chalk",0,1
"1017","BS251",2011,"ARME",43,5255.76472345089,866,18,"sober_chalk",0,1
"1018","BS251",2011,"QUAG",15,257204.907911169,866,18,"sober_chalk",0,1
"1019","BS251",2014,"ARME",96,6541.34949796474,866,18,"sober_chalk",0,1
"1020","BS251",2014,"QUAG",27,275183.387712816,866,18,"sober_chalk",0,1
"1021","BS251",2019,"ARME",26,5845.86609815269,866,18,"sober_chalk",0,1
"1022","BS251",2019,"QUAG",19,304326.561058483,866,18,"sober_chalk",0,1
"1023","BS251",2022,"ARME",47,5797.35824658722,866,18,"sober_chalk",0,1
"1024","BS251",2022,"QUAG",16,303817.664597143,866,18,"sober_chalk",0,1
"1025","BS253",2007,"ARME",144,188012.053427271,866,24,"sober_chalk",1,0
"1026","BS253",2007,"PIPO",9,1137.25701099732,866,24,"sober_chalk",1,0
"1027","BS253",2007,"UMCA",21,2960.96169221785,866,24,"sober_chalk",1,0
"1028","BS254",2006,"ARME",84,42666.0877089116,888,27,"sober_chalk",0,0
"1029","BS254",2006,"PIPO",1,105182.726905205,888,27,"sober_chalk",0,0
"1030","BS254",2006,"QUAG",1,4.9394846462993,888,27,"sober_chalk",0,0
"1031","BS254",2009,"ARME",178,902.754425243457,888,27,"sober_chalk",0,1
"1032","BS257",2006,"ARME",228,30168.7736572591,1097,20,"sober_chalk",0,0
"1033","BS257",2006,"LIDE",3,279.386452705649,1097,20,"sober_chalk",0,0
"1034","BS257",2006,"PIPO",5,297001.400620018,1097,20,"sober_chalk",0,0
"1035","BS259",2006,"UMCA",55,169370.566995483,103,32,"chalk",1,0
"1036","BS259",2009,"UMCA",4,27.7617234487327,103,32,"chalk",1,1
"1037","BS260",2006,"SESE",44,59547.3380163662,240,11,"control",1,0
"1038","BS260",2006,"UMCA",6,149859.443173682,240,11,"control",1,0
"1039","BS262",2006,"ARME",23,20793.3947076928,542,25,"sober_chalk",1,0
"1040","BS262",2006,"QUAG",10,39997.4010615551,542,25,"sober_chalk",1,0
"1041","BS262",2006,"UMCA",4,72.2232142769201,542,25,"sober_chalk",1,0
"1042","BS265",2006,"SESE",129,211337.823655663,200,20,"control",0,0
"1043","BS267",2006,"SESE",28,682962.144492916,160,37,"control",1,0
"1044","BS267",2006,"UMCA",4,2903.42952474139,160,37,"control",1,0
"1045","BS271",2007,"ARME",3,97635.3176399186,863,42,"chalk",1,0
"1046","BS271",2007,"LIDE",1,11.7976993402948,863,42,"chalk",1,0
"1047","BS271",2007,"UMCA",24,41295.6593842435,863,42,"chalk",1,0
"1048","BS271",2009,"ARME",2,5.51290391712078,863,42,"chalk",1,1
"1049","BS271",2009,"UMCA",82,335.752395681539,863,42,"chalk",1,1
"1050","BS272",2006,"ARME",32,31751.2221808974,624,32,"chalk",1,0
"1051","BS272",2006,"LIDE",6,14268.8802752205,624,32,"chalk",1,0
"1052","BS272",2006,"PIPO",13,4668.72818872497,624,32,"chalk",1,0
"1053","BS272",2006,"QUAG",18,291003.11938019,624,32,"chalk",1,0
"1054","BS272",2006,"UMCA",6,1236.15617292879,624,32,"chalk",1,0
"1055","BS272",2009,"LIDE",7,15.208316594667,624,32,"chalk",1,1
"1056","BS272",2009,"QUAG",1,42705.816937012,624,32,"chalk",1,1
"1057","BS272",2011,"ARME",58,1089.19423823976,624,32,"chalk",1,1
"1058","BS272",2011,"LIDE",55,853.179001466653,624,32,"chalk",1,1
"1059","BS272",2011,"QUAG",19,289981.702665151,624,32,"chalk",1,1
"1060","BS272",2011,"UMCA",21,303.617235944277,624,32,"chalk",1,1
