"","Plot","SampleYear","Species","TotalStem","LiveBiomass","Elevation","Slope","BurnScar","PRam","Fire"
"354","BS085",2019,"UMCA",59,712.609870610569,505,30,"sober",1,1
"355","BS085",2022,"ARME",5,39162.6388818272,505,30,"sober",1,1
"356","BS085",2022,"LIDE",49,2431.5082157928,505,30,"sober",1,1
"357","BS085",2022,"QUAG",1,76.4327709976179,505,30,"sober",1,1
"358","BS085",2022,"UMCA",40,2252.23292559538,505,30,"sober",1,1
"359","BS086",2006,"ARME",1,48173.2568419067,578,28,"sober",1,0
"360","BS086",2006,"LIDE",34,12120.1638194298,578,28,"sober",1,0
"361","BS086",2006,"SESE",4,3368.95823685722,578,28,"sober",1,0
"362","BS086",2006,"UMCA",2,4866.02258709037,578,28,"sober",1,0
"363","BS086",2018,"ARME",2,15.8556793415662,578,28,"sober",1,1
"364","BS086",2018,"ARME",2,15.8556793415662,578,28,"sober",1,1
"365","BS086",2018,"LIDE",2,7.1121013026803,578,28,"sober",1,1
"366","BS086",2018,"LIDE",2,7.1121013026803,578,28,"sober",1,1
"367","BS086",2018,"SESE",38,6899.83157169384,578,28,"sober",1,1
"368","BS086",2018,"SESE",38,6899.83157169384,578,28,"sober",1,1
"369","BS086",2018,"UMCA",7,50.9256518590954,578,28,"sober",1,1
"370","BS086",2018,"UMCA",7,50.9256518590954,578,28,"sober",1,1
"371","BS086",2023,"ARME",1,4.93296744201325,578,28,"sober",1,1
"372","BS086",2023,"LIDE",12,386.247039890433,578,28,"sober",1,1
"373","BS086",2023,"SESE",26,10475.0885798782,578,28,"sober",1,1
"374","BS086",2023,"UMCA",6,565.64808756973,578,28,"sober",1,1
"375","BS087",2006,"LIDE",19,55375.3465308295,508,27,"control",1,0
"376","BS087",2006,"QUAG",1,2006.39731430657,508,27,"control",1,0
"377","BS087",2006,"SESE",21,173036.583424298,508,27,"control",1,0
"378","BS088",2006,"ARME",26,140737.150544296,1000,9,"sober_chalk",0,0
"379","BS089",2006,"ARME",82,87947.5199482639,1034,11,"sober",0,0
"380","BS090",2006,"ARME",8,56937.3833621713,956,17,"sober",0,0
"381","BS092",2006,"ARME",5,175354.199524219,916,31,"sober",0,0
"382","BS092",2006,"LIDE",89,247622.295548629,916,31,"sober",0,0
"383","BS092",2019,"ARME",7,132441.050168458,916,31,"sober",0,1
"384","BS092",2019,"LIDE",15,228740.14690308,916,31,"sober",0,1
"385","BS092",2022,"ARME",4,133901.037267477,916,31,"sober",0,1
"386","BS092",2022,"LIDE",29,241275.366292981,916,31,"sober",0,1
"387","BS094",2006,"LIDE",16,52447.5189719482,771,27,"sober",1,0
"388","BS094",2006,"UMCA",15,55924.8711103082,771,27,"sober",1,0
"389","BS094",2009,"LIDE",1,4.9394846462993,771,27,"sober",1,0
"390","BS094",2023,"LIDE",17,630.563281206011,771,27,"sober",1,1
"391","BS094",2023,"UMCA",77,8994.02187915,771,27,"sober",1,1
"392","BS098",2007,"LIDE",32,125975.371870467,478,39,"sober",1,0
"393","BS098",2007,"SESE",20,581190.342236463,478,39,"sober",1,0
"394","BS098",2018,"SESE",31,558921.649893274,478,39,"sober",1,1
"395","BS098",2023,"LIDE",16,399.620231662802,478,39,"sober",1,1
"396","BS098",2023,"SESE",42,553741.171199094,478,39,"sober",1,1
"397","BS102",2006,"ARME",3,81869.4974256535,521,38,"control",1,0
"398","BS102",2006,"LIDE",50,193134.085021792,521,38,"control",1,0
"399","BS102",2006,"UMCA",3,11764.1469943101,521,38,"control",1,0
"400","BS103",2006,"ARME",13,182610.062468291,480,32,"sober",1,0
"401","BS103",2006,"LIDE",24,108670.072414044,480,32,"sober",1,0
"402","BS103",2006,"QUAG",2,4.345233312762,480,32,"sober",1,0
"403","BS103",2006,"UMCA",3,6316.23507044527,480,32,"sober",1,0
"404","BS111",2006,"LIDE",37,17997.3081726086,670,37,"sober",1,0
"405","BS112",2006,"UMCA",51,24204.2564593356,870,33,"sober",1,0
"406","BS118",2006,"LIDE",91,140562.459111531,412,28,"sober",1,0
"407","BS118",2006,"SESE",7,1195515.52603577,412,28,"sober",1,0
"408","BS118",2006,"UMCA",2,14.8736859661295,412,28,"sober",1,0
"409","BS119",2006,"LIDE",9,18998.1262022646,576,38,"sober",1,0
"410","BS119",2006,"UMCA",59,49261.0397411766,576,38,"sober",1,0
"411","BS121",2006,"ARME",5,38764.5260792468,926,32,"sober",1,0
"412","BS122",2006,"ARME",1,6805.87451824708,742,29,"sober",1,0
"413","BS122",2006,"LIDE",37,192617.143604894,742,29,"sober",1,0
"414","BS122",2006,"UMCA",10,11022.0283638274,742,29,"sober",1,0
"415","BS122",2019,"ARME",5,150.85926985812,742,29,"sober",1,1
"416","BS122",2019,"ARME",5,150.85926985812,742,29,"sober",1,1
"417","BS122",2019,"LIDE",110,1016.92967185051,742,29,"sober",1,1
"418","BS122",2019,"LIDE",110,1016.92967185051,742,29,"sober",1,1
"419","BS122",2019,"UMCA",40,510.772793438441,742,29,"sober",1,1
"420","BS122",2019,"UMCA",40,510.772793438441,742,29,"sober",1,1
"421","BS123",2006,"SESE",7,463685.729779383,293,17,"sober",1,0
"422","BS123",2006,"UMCA",16,16513.328619726,293,17,"sober",1,0
"423","BS123",2018,"SESE",4,469706.130529874,293,17,"sober",1,1
"424","BS123",2018,"UMCA",14,26957.0106044004,293,17,"sober",1,1
"425","BS123",2023,"SESE",4,483171.966817929,293,17,"sober",1,1
"426","BS123",2023,"UMCA",14,32301.1998749432,293,17,"sober",1,1
"427","BS124",2006,"SESE",12,387163.611101346,353,23,"sober",1,0
"428","BS124",2006,"UMCA",10,68809.4205351149,353,23,"sober",1,0
"429","BS124",2009,"SESE",4,14.4348376463323,353,23,"sober",1,0
"430","BS124",2009,"UMCA",2,53.6771969742305,353,23,"sober",1,0
"431","BS124",2010,"SESE",16,428486.322996782,353,23,"sober",1,0
"432","BS124",2010,"UMCA",9,75559.5685361555,353,23,"sober",1,0
"433","BS124",2013,"SESE",17,437568.157133889,353,23,"sober",1,0
"434","BS124",2013,"UMCA",10,77801.2541648509,353,23,"sober",1,0
"435","BS124",2018,"SESE",10,405395.296643092,353,23,"sober",1,1
"436","BS124",2018,"UMCA",6,79825.1847464603,353,23,"sober",1,1
"437","BS124",2023,"SESE",10,429337.136868405,353,23,"sober",1,1
"438","BS124",2023,"UMCA",5,85761.2140567,353,23,"sober",1,1
"439","BS125",2006,"ARME",2,68796.4519885651,380,20,"control",1,0
"440","BS125",2006,"LIDE",8,21267.6792938468,380,20,"control",1,0
"441","BS125",2006,"SESE",44,462608.674753237,380,20,"control",1,0
"442","BS126",2006,"QUAG",5,293589.721039404,297,30,"control",1,0
"443","BS126",2006,"UMCA",2,897.081762470944,297,30,"control",1,0
"444","BS126",2011,"QUAG",5,383396.503096675,297,30,"control",1,0
"445","BS126",2011,"UMCA",2,1678.39672991387,297,30,"control",1,0
"446","BS126",2014,"QUAG",5,381039.601317417,297,30,"control",1,0
"447","BS126",2014,"UMCA",2,2241.68721963446,297,30,"control",1,0
"448","BS128",2006,"LIDE",17,18499.5323581182,291,0,"control",1,0
"449","BS128",2006,"UMCA",2,91170.9700520209,291,0,"control",1,0
"450","BS129",2006,"LIDE",1,515.68938907612,340,25,"control",1,0
"451","BS129",2006,"QUAG",30,34893.1557304233,340,25,"control",1,0
"452","BS129",2006,"SESE",9,1015.61613732617,340,25,"control",1,0
"453","BS130",2006,"SESE",32,1735467.53884605,242,3,"control",1,0
"454","BS130",2009,"SESE",4,44406.1440582386,242,3,"control",1,0
"455","BS130",2010,"SESE",32,1907302.80500332,242,3,"control",1,0
"456","BS130",2013,"SESE",30,1952627.59934973,242,3,"control",1,0
"457","BS130",2018,"SESE",30,2028561.48104271,242,3,"control",1,0
"458","BS131",2006,"ARME",1,25117.6019330808,223,25,"control",0,0
"459","BS131",2006,"LIDE",34,173097.068076051,223,25,"control",0,0
"460","BS131",2006,"SESE",64,232076.828218638,223,25,"control",0,0
"461","BS131",2009,"LIDE",3,13.1376162208655,223,25,"control",0,0
"462","BS131",2009,"SESE",1,19.2336179399344,223,25,"control",0,0
"463","BS131",2010,"ARME",1,25497.3339324174,223,25,"control",0,0
"464","BS131",2010,"LIDE",30,187914.367348123,223,25,"control",0,0
"465","BS131",2010,"SESE",61,239615.525525949,223,25,"control",0,0
"466","BS131",2013,"ARME",1,31888.0577824494,223,25,"control",1,0
"467","BS131",2013,"LIDE",33,195721.069726402,223,25,"control",1,0
"468","BS131",2013,"SESE",59,244335.597828253,223,25,"control",1,0
"469","BS131",2018,"ARME",1,27181.5572114132,223,25,"control",1,0
"470","BS131",2018,"LIDE",24,201561.341068863,223,25,"control",1,0
"471","BS131",2018,"SESE",55,255847.071679856,223,25,"control",1,0
"472","BS132",2006,"LIDE",1,110.450804955851,538,30,"sober_chalk",1,0
"473","BS132",2006,"QUAG",2,54735.65017759,538,30,"sober_chalk",1,0
"474","BS132",2006,"UMCA",62,161904.185086909,538,30,"sober_chalk",1,0
"475","BS132",2009,"UMCA",186,5460.39847983114,538,30,"sober_chalk",1,1
"476","BS132",2011,"QUAG",2,55731.8838687249,538,30,"sober_chalk",1,1
"477","BS132",2011,"QUAG",2,55731.8838687249,538,30,"sober_chalk",1,1
"478","BS132",2011,"UMCA",315,18258.8214770206,538,30,"sober_chalk",1,1
"479","BS132",2011,"UMCA",315,18258.8214770206,538,30,"sober_chalk",1,1
"480","BS132",2014,"QUAG",5,57275.7249145312,538,30,"sober_chalk",1,1
"481","BS132",2014,"QUAG",5,57275.7249145312,538,30,"sober_chalk",1,1
"482","BS132",2014,"UMCA",355,25948.3957479931,538,30,"sober_chalk",1,1
"483","BS132",2014,"UMCA",355,25948.3957479931,538,30,"sober_chalk",1,1
"484","BS132",2019,"QUAG",1,39164.3064764056,538,30,"sober_chalk",1,1
"485","BS132",2019,"QUAG",1,39164.3064764056,538,30,"sober_chalk",1,1
"486","BS132",2019,"UMCA",257,11658.8377689051,538,30,"sober_chalk",1,1
"487","BS132",2019,"UMCA",257,11658.8377689051,538,30,"sober_chalk",1,1
"488","BS132",2022,"UMCA",176,24085.9016844816,538,30,"sober_chalk",1,1
"489","BS132",2022,"UMCA",176,24085.9016844816,538,30,"sober_chalk",1,1
"490","BS132",2022,"UMCA",176,24085.9016844816,538,30,"sober_chalk",1,1
"491","BS133",2006,"ARME",24,4101.38103737031,653,26,"sober_chalk",1,0
"492","BS133",2006,"LIDE",3,191.057213899178,653,26,"sober_chalk",1,0
"493","BS133",2006,"QUAG",31,399914.087436149,653,26,"sober_chalk",1,0
"494","BS133",2006,"UMCA",5,6058.71212440072,653,26,"sober_chalk",1,0
"495","BS134",2006,"LIDE",16,10353.5807526869,513,27,"sober",1,0
"496","BS134",2006,"SESE",9,326118.344138165,513,27,"sober",1,0
"497","BS134",2006,"UMCA",4,28.1654869038932,513,27,"sober",1,0
"498","BS134",2018,"SESE",25,328122.515355429,513,27,"sober",1,1
"499","BS134",2023,"LIDE",3,30.0422547743866,513,27,"sober",1,1
"500","BS134",2023,"SESE",19,343835.050886487,513,27,"sober",1,1
"501","BS134",2023,"UMCA",2,92.0559174322189,513,27,"sober",1,1
"502","BS135",2006,"SESE",62,448928.94007325,433,27,"sober",1,0
"503","BS135",2006,"UMCA",26,396461.94068754,433,27,"sober",1,0
"504","BS137",2006,"SESE",9,1619793.69776971,258,18,"control",1,0
"505","BS137",2006,"UMCA",40,191923.861260425,258,18,"control",1,0
"506","BS138",2006,"QUAG",20,284857.085167799,291,26,"control",1,0
"507","BS138",2006,"UMCA",7,51848.870468399,291,26,"control",1,0
"508","BS139",2006,"QUAG",12,746983.2392676,294,11,"control",1,0
"509","BS139",2006,"UMCA",1,31.0380325758664,294,11,"control",1,0
"510","BS140",2007,"LIDE",17,3377.27278752879,293,15,"sober",1,0
"511","BS140",2007,"SESE",22,1602975.25287617,293,15,"sober",1,0
"512","BS140",2007,"UMCA",5,17726.5652264094,293,15,"sober",1,0
"513","BS140",2009,"SESE",2,3322.48276842072,293,15,"sober",1,0
"514","BS140",2010,"LIDE",15,3663.67760475577,293,15,"sober",1,0
"515","BS140",2010,"SESE",23,1667683.03652298,293,15,"sober",1,0
"516","BS140",2010,"UMCA",6,18796.1084255195,293,15,"sober",1,0
"517","BS140",2013,"LIDE",11,2701.49798212878,293,15,"sober",1,0
"518","BS140",2013,"SESE",23,1731234.92867556,293,15,"sober",1,0
"519","BS140",2013,"UMCA",6,22547.1410096769,293,15,"sober",1,0
"520","BS140",2018,"LIDE",1,1860.34497357734,293,15,"sober",1,1
"521","BS140",2018,"SESE",16,1115447.55069881,293,15,"sober",1,1
"522","BS140",2018,"UMCA",5,19075.1725789206,293,15,"sober",1,1
"523","BS140",2022,"LIDE",9,79.1780644305219,293,15,"sober",1,1
"524","BS140",2022,"SESE",13,1102841.86778922,293,15,"sober",1,1
"525","BS140",2022,"UMCA",6,19140.0100276393,293,15,"sober",1,1
"526","BS141",2006,"LIDE",44,330081.61545067,276,40,"sober",1,0
"527","BS141",2009,"LIDE",24,628.465279104533,276,40,"sober",1,0
"528","BS141",2011,"LIDE",50,34254.1749905448,276,40,"sober",1,0
"529","BS141",2014,"LIDE",54,1472.22272358658,276,40,"sober",1,0
"530","BS141",2014,"UMCA",1,4.93296744201325,276,40,"sober",1,0
"531","BS141",2019,"LIDE",5,329.808166991108,276,40,"sober",1,1
"532","BS141",2022,"LIDE",3,325.302419831479,276,40,"sober",1,1
"533","BS144",2007,"QUAG",21,334543.038095367,488,32,"control",0,0
"534","BS146",2006,"LIDE",17,24690.7657303831,704,35,"sober",1,0
"535","BS146",2006,"QUAG",1,2097.17180745953,704,35,"sober",1,0
"536","BS146",2006,"UMCA",37,75862.4212668362,704,35,"sober",1,0
"537","BS146",2009,"LIDE",2,24.4622769888089,704,35,"sober",1,0
"538","BS146",2009,"UMCA",4,129.971882727335,704,35,"sober",1,0
"539","BS146",2011,"LIDE",11,5984.76814429257,704,35,"sober",1,0
"540","BS146",2011,"UMCA",40,91571.5873462017,704,35,"sober",1,0
"541","BS146",2014,"LIDE",9,1422.64214185006,704,35,"sober",1,0
"542","BS146",2014,"UMCA",40,99816.2017225457,704,35,"sober",1,0
"543","BS146",2019,"LIDE",2,9.58461382887587,704,35,"sober",1,1
"544","BS146",2019,"UMCA",270,7260.23837454473,704,35,"sober",1,1
"545","BS146",2022,"LIDE",11,227.006928277172,704,35,"sober",1,1
"546","BS146",2022,"UMCA",157,16065.6368650795,704,35,"sober",1,1
"547","BS147",2006,"LIDE",66,9695.15014630973,399,36,"sober",1,0
"548","BS147",2006,"SESE",8,367617.411612436,399,36,"sober",1,0
"549","BS147",2006,"UMCA",5,35922.6307272704,399,36,"sober",1,0
"550","BS147",2009,"LIDE",4,41.1988298022048,399,36,"sober",1,0
"551","BS147",2009,"UMCA",1,10416.3318854392,399,36,"sober",1,0
"552","BS147",2010,"LIDE",38,7698.88221022422,399,36,"sober",1,0
"553","BS147",2010,"SESE",7,400462.402808106,399,36,"sober",1,0
"554","BS147",2010,"UMCA",6,49293.6569759546,399,36,"sober",1,0
"555","BS147",2013,"LIDE",31,2436.87994658243,399,36,"sober",1,0
"556","BS147",2013,"SESE",7,396790.16605449,399,36,"sober",1,0
"557","BS147",2013,"UMCA",6,49346.0164284874,399,36,"sober",1,0
"558","BS147",2018,"LIDE",1,723.719862286844,399,36,"sober",1,1
"559","BS147",2018,"SESE",97,173054.222921939,399,36,"sober",1,1
"560","BS147",2018,"UMCA",21,26229.9187394072,399,36,"sober",1,1
"561","BS147",2022,"LIDE",20,181.833150347689,399,36,"sober",1,1
"562","BS147",2022,"SESE",24,167975.273539907,399,36,"sober",1,1
"563","BS147",2022,"UMCA",13,12175.2038597474,399,36,"sober",1,1
"564","BS148",2006,"LIDE",28,233207.219597799,870,28,"sober",1,0
"565","BS148",2006,"UMCA",1,880.735621227174,870,28,"sober",1,0
"566","BS148",2009,"LIDE",13,76656.7120445005,870,28,"sober",1,0
"567","BS148",2019,"LIDE",9,33.9467204301252,870,28,"sober",1,1
"568","BS148",2019,"LIDE",9,33.9467204301252,870,28,"sober",1,1
"569","BS148",2019,"UMCA",1,5.82664416058169,870,28,"sober",1,1
"570","BS148",2019,"UMCA",1,5.82664416058169,870,28,"sober",1,1
"571","BS148",2023,"ARME",1,2.75645195856039,870,28,"sober",1,1
"572","BS148",2023,"ARME",1,2.75645195856039,870,28,"sober",1,1
"573","BS148",2023,"LIDE",29,1109.42224060062,870,28,"sober",1,1
"574","BS148",2023,"LIDE",29,1109.42224060062,870,28,"sober",1,1
"575","BS148",2023,"UMCA",1,39.0649391082526,870,28,"sober",1,1
"576","BS148",2023,"UMCA",1,39.0649391082526,870,28,"sober",1,1
"577","BS149",2006,"ARME",2,64705.8469357317,759,22,"sober",1,0
"578","BS149",2006,"LIDE",6,1504.88732980517,759,22,"sober",1,0
"579","BS149",2006,"UMCA",7,27905.6951268641,759,22,"sober",1,0
"580","BS149",2023,"ARME",14,1694.57892473804,759,22,"sober",1,1
"581","BS149",2023,"ARME",14,1694.57892473804,759,22,"sober",1,1
"582","BS149",2023,"LIDE",2,86.3005094539358,759,22,"sober",1,1
"583","BS149",2023,"LIDE",2,86.3005094539358,759,22,"sober",1,1
"584","BS149",2023,"UMCA",55,6469.55286159717,759,22,"sober",1,1
"585","BS149",2023,"UMCA",55,6469.55286159717,759,22,"sober",1,1
"586","BS150",2006,"ARME",1,381491.539787512,854,23,"sober",0,0
"587","BS150",2006,"UMCA",18,83206.941634119,854,23,"sober",0,0
"588","BS150",2011,"ARME",1,395907.21656904,854,23,"sober",1,0
"589","BS150",2011,"UMCA",17,90386.1026844716,854,23,"sober",1,0
"590","BS150",2014,"UMCA",27,87551.8579415246,854,23,"sober",1,0
"591","BS150",2019,"UMCA",105,2557.04335282604,854,23,"sober",1,1
"592","BS150",2019,"UMCA",105,2557.04335282604,854,23,"sober",1,1
"593","BS150",2022,"UMCA",74,7009.26259075098,854,23,"sober",1,1
"594","BS150",2022,"UMCA",74,7009.26259075098,854,23,"sober",1,1
"595","BS151",2006,"LIDE",18,5743.02359088968,490,10,"sober",1,0
"596","BS151",2006,"SESE",30,64726.8372906206,490,10,"sober",1,0
"597","BS151",2006,"UMCA",1,28656.1840228927,490,10,"sober",1,0
"598","BS152",2006,"LIDE",36,30282.187654548,389,18,"sober",1,0
"599","BS152",2006,"SESE",52,294069.275931243,389,18,"sober",1,0
"600","BS152",2006,"UMCA",1,28929.209499633,389,18,"sober",1,0
"601","BS156",2007,"LIDE",14,43444.6949237088,403,34,"sober_chalk",1,0
"602","BS156",2007,"SESE",30,1174701.47939561,403,34,"sober_chalk",1,0
"603","BS156",2007,"UMCA",5,91.0831088810569,403,34,"sober_chalk",1,0
"604","BS156",2018,"LIDE",2,59.2659743793641,403,34,"sober_chalk",1,1
"605","BS156",2018,"SESE",57,812970.948837479,403,34,"sober_chalk",1,1
"606","BS156",2018,"UMCA",1,4.93296744201325,403,34,"sober_chalk",1,1
"607","BS157",2007,"LIDE",97,46777.8539449565,325,23,"sober_chalk",1,0
"608","BS157",2007,"SESE",44,989064.046507583,325,23,"sober_chalk",1,0
"609","BS158",2006,"ARME",29,305215.792675309,635,13,"sober_chalk",0,0
"610","BS158",2006,"LIDE",15,77109.5545582359,635,13,"sober_chalk",0,0
"611","BS158",2006,"QUAG",11,32796.4219971065,635,13,"sober_chalk",0,0
"612","BS158",2009,"ARME",1,2.75645195856039,635,13,"sober_chalk",0,1
"613","BS158",2011,"ARME",23,147320.384398986,635,13,"sober_chalk",0,1
"614","BS158",2011,"LIDE",3,72153.3432038985,635,13,"sober_chalk",0,1
"615","BS158",2011,"QUAG",2,12566.9137329951,635,13,"sober_chalk",0,1
"616","BS158",2014,"ARME",51,148688.537834671,635,13,"sober_chalk",0,1
"617","BS158",2014,"LIDE",7,84969.7498721331,635,13,"sober_chalk",0,1
"618","BS158",2014,"QUAG",2,11857.2985620801,635,13,"sober_chalk",0,1
"619","BS158",2019,"ARME",32,100473.403186494,635,13,"sober_chalk",1,1
"620","BS158",2019,"LIDE",10,43661.3620697896,635,13,"sober_chalk",1,1
"621","BS158",2022,"ARME",22,80515.1750403629,635,13,"sober_chalk",1,1
"622","BS158",2022,"LIDE",9,54391.004334088,635,13,"sober_chalk",1,1
"623","BS158",2022,"QUAG",8,76.2248178491731,635,13,"sober_chalk",1,1
"624","BS159",2007,"LIDE",83,388021.726318225,250,28,"sober",1,0
"625","BS159",2009,"LIDE",14,56.3371434154156,250,28,"sober",1,0
"626","BS159",2018,"LIDE",16,340977.43017,250,28,"sober",1,1
"627","BS159",2023,"LIDE",40,233363.807286424,250,28,"sober",1,1
"628","BS160",2007,"ARME",1,6864.68197891312,386,38,"sober_chalk",0,0
"629","BS160",2007,"LIDE",84,447666.276791433,386,38,"sober_chalk",0,0
"630","BS160",2007,"SESE",12,672756.353839085,386,38,"sober_chalk",0,0
"631","BS160",2010,"ARME",1,2.19006729913306,386,38,"sober_chalk",0,1
"632","BS160",2010,"LIDE",8,381158.30332516,386,38,"sober_chalk",0,1
"633","BS160",2010,"SESE",40,609807.260139076,386,38,"sober_chalk",0,1
"634","BS160",2013,"ARME",1,14.683382634279,386,38,"sober_chalk",0,1
"635","BS160",2013,"LIDE",132,307193.177219776,386,38,"sober_chalk",0,1
"636","BS160",2013,"SESE",58,647486.334290048,386,38,"sober_chalk",0,1
"637","BS160",2018,"LIDE",48,234909.556419621,386,38,"sober_chalk",0,1
"638","BS160",2018,"SESE",52,430200.717736585,386,38,"sober_chalk",0,1
"639","BS160",2022,"ARME",1,62.1453785292778,386,38,"sober_chalk",0,1
"640","BS160",2022,"LIDE",78,139193.286139544,386,38,"sober_chalk",0,1
"641","BS160",2022,"SESE",30,448699.404397776,386,38,"sober_chalk",0,1
"642","BS161",2006,"ARME",44,158387.519293048,1126,27,"sober_chalk",0,0
"643","BS161",2006,"LIDE",8,796.140042808424,1126,27,"sober_chalk",0,0
"644","BS161",2006,"QUAG",69,138660.255374374,1126,27,"sober_chalk",0,0
"645","BS161",2006,"UMCA",41,3243.73138972723,1126,27,"sober_chalk",0,0
"646","BS162",2006,"QUAG",7,7031.02284723046,1180,36,"sober_chalk",0,0
"647","BS162",2006,"UMCA",171,37331.9146184936,1180,36,"sober_chalk",0,0
"648","BS163",2006,"UMCA",3,8.34704104453308,1201,37,"sober_chalk",0,0
"649","BS165",2007,"ARME",1,81660.1953774619,287,10,"sober_chalk",0,0
"650","BS165",2007,"LIDE",157,294863.431412372,287,10,"sober_chalk",0,0
"651","BS165",2007,"PSME",4,123415.797524456,287,10,"sober_chalk",0,0
"652","BS165",2007,"SESE",16,433847.160534125,287,10,"sober_chalk",0,0
"653","BS165",2009,"SESE",1,16693.5467817538,287,10,"sober_chalk",0,1
"654","BS165",2010,"ARME",2,4.94651925769345,287,10,"sober_chalk",0,1
"655","BS165",2010,"LIDE",10,248526.973770984,287,10,"sober_chalk",0,1
"656","BS165",2010,"PSME",2,144420.249215989,287,10,"sober_chalk",0,1
"657","BS165",2010,"SESE",12,430981.581441509,287,10,"sober_chalk",0,1
"658","BS165",2013,"ARME",1,4.93296744201325,287,10,"sober_chalk",0,1
"659","BS165",2013,"LIDE",12,245586.458183289,287,10,"sober_chalk",0,1
"660","BS165",2013,"PSME",2,144720.204343193,287,10,"sober_chalk",0,1
"661","BS165",2013,"SESE",12,440504.937558117,287,10,"sober_chalk",0,1
"662","BS165",2018,"LIDE",7,210423.946767215,287,10,"sober_chalk",0,1
"663","BS165",2018,"PSME",2,160921.422034455,287,10,"sober_chalk",0,1
"664","BS165",2018,"SESE",11,436349.892409384,287,10,"sober_chalk",0,1
"665","BS165",2022,"LIDE",13,38723.5017311867,287,10,"sober_chalk",0,1
"666","BS165",2022,"PSME",2,177395.166027468,287,10,"sober_chalk",0,1
"667","BS165",2022,"SESE",13,446165.574005164,287,10,"sober_chalk",0,1
"668","BS166",2007,"ARME",4,58.0367084598667,352,25,"sober_chalk",0,0
"669","BS166",2007,"LIDE",239,155286.249822823,352,25,"sober_chalk",0,0
"670","BS166",2007,"PSME",1,81835.5661963027,352,25,"sober_chalk",0,0
"671","BS166",2007,"SESE",13,385921.332634135,352,25,"sober_chalk",0,0
"672","BS166",2018,"LIDE",16,168084.433948039,352,25,"sober_chalk",0,1
"673","BS166",2018,"PSME",1,93748.7329256713,352,25,"sober_chalk",0,1
"674","BS166",2018,"SESE",7,276195.071808584,352,25,"sober_chalk",0,1
"675","BS166",2023,"ARME",2,16.5992676828444,352,25,"sober_chalk",0,1
"676","BS166",2023,"LIDE",71,126845.708075003,352,25,"sober_chalk",0,1
"677","BS166",2023,"PSME",1,117216.800228594,352,25,"sober_chalk",0,1
"678","BS166",2023,"SESE",8,408505.21107724,352,25,"sober_chalk",0,1
"679","BS167",2007,"LIDE",135,33806.9915528551,409,36,"sober_chalk",1,0
"680","BS167",2007,"SESE",19,116428.106529362,409,36,"sober_chalk",1,0
"681","BS167",2007,"UMCA",1,4.12512347632583,409,36,"sober_chalk",1,0
"682","BS168",2007,"LIDE",101,156800.781471978,317,35,"sober_chalk",1,0
"683","BS168",2007,"SESE",8,187406.50663792,317,35,"sober_chalk",1,0
"684","BS168",2018,"LIDE",6,26.8848162308877,317,35,"sober_chalk",1,1
"685","BS168",2018,"SESE",4,180532.480835789,317,35,"sober_chalk",1,1
"686","BS168",2023,"LIDE",52,1202.599153795,317,35,"sober_chalk",1,1
"687","BS168",2023,"SESE",9,193487.338181722,317,35,"sober_chalk",1,1
"688","BS172",2006,"QUAG",6,1987.5426466171,1117,32,"sober_chalk",0,0
"689","BS172",2006,"UMCA",1,5.82664416058169,1117,32,"sober_chalk",0,0
"690","BS175",2007,"ARME",22,218145.22075663,511,25,"sober_chalk",1,0
"691","BS175",2007,"LIDE",24,9624.55906329778,511,25,"sober_chalk",1,0
"692","BS175",2007,"QUAG",4,75272.3373793977,511,25,"sober_chalk",1,0
"693","BS175",2007,"UMCA",9,80183.5559525596,511,25,"sober_chalk",1,0
"694","BS175",2009,"ARME",2,6.80104357367926,511,25,"sober_chalk",1,1
"695","BS175",2009,"UMCA",1,2.19006729913306,511,25,"sober_chalk",1,1
"696","BS175",2011,"ARME",24,103777.44846214,511,25,"sober_chalk",1,1
"697","BS175",2011,"LIDE",26,11664.1338106879,511,25,"sober_chalk",1,1
"698","BS175",2011,"QUAG",1,26489.6075033261,511,25,"sober_chalk",1,1
"699","BS175",2011,"UMCA",43,77068.4905946513,511,25,"sober_chalk",1,1
"700","BS175",2014,"ARME",31,75567.0690445733,511,25,"sober_chalk",1,1
"701","BS175",2014,"LIDE",62,8060.6194910658,511,25,"sober_chalk",1,1
"702","BS175",2014,"QUAG",1,25675.1581497439,511,25,"sober_chalk",1,1
"703","BS175",2014,"UMCA",53,79615.5128111756,511,25,"sober_chalk",1,1
"704","BS175",2019,"ARME",16,39373.7974453843,511,25,"sober_chalk",1,1
"705","BS175",2019,"ARME",16,39373.7974453843,511,25,"sober_chalk",1,1
"706","BS175",2019,"LIDE",10,108.590921675385,511,25,"sober_chalk",1,1
"707","BS175",2019,"LIDE",10,108.590921675385,511,25,"sober_chalk",1,1
"708","BS175",2019,"UMCA",32,63180.8640598634,511,25,"sober_chalk",1,1
"709","BS175",2019,"UMCA",32,63180.8640598634,511,25,"sober_chalk",1,1
"710","BS176",2007,"ARME",3,154690.824324426,516,28,"sober_chalk",1,0
"711","BS176",2007,"LIDE",47,327230.247945724,516,28,"sober_chalk",1,0
"712","BS177",2007,"LIDE",92,66204.4624606832,540,36,"sober_chalk",1,0
"713","BS177",2007,"SESE",34,250931.771671131,540,36,"sober_chalk",1,0
"714","BS177",2007,"UMCA",17,9121.56431044063,540,36,"sober_chalk",1,0
