system:index,NDVI,Plot,albedo,.geo
00000000000000000103_0,0.76635647,BS601,0.07077669,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104_0,0.79199207,BS603,0.056920495,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105_0,0.7936309,BS604,0.059255257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106_0,0.7556003,BS605,0.06819734,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107_0,0.7674366,BS607,0.07405056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108_0,0.6967423,BS610,0.051605616,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109_0,0.7118741,BS611,0.061281305,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010a_0,0.66218436,BS612,0.08104507,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010b_0,0.71567583,BS613,0.076697,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010c_0,0.7972874,BS620,0.08119154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010d_0,0.7375905,BS621,0.064853184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010e_0,0.6657746,BS622,0.08735073,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000010f_0,0.75463754,BS623,0.06417399,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110_0,0.76864254,BS624,0.07093537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000111_0,0.7615721,BS625,0.07136686,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112_0,0.61897314,BS626,0.08144068,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000113_0,0.79844886,BS627,0.06726341,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000114_0,0.8070488,BS628,0.059504252,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000115_0,0.79938245,BS629,0.0697795,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000116_0,0.78459823,BS632,0.056789532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_0,0.73590696,BS633,0.061977055,"{""type"":""MultiPoint"",""coordinates"":[]}"
