Plot,Species,StemId,SampleYear,Status,DBH
BS002,LIDE,5169-1,2006,L,10.2
BS002,LIDE,5169-2,2006,L,1.2
BS002,LIDE,5169-3,2006,L,1.4
BS002,LIDE,5170-1,2006,L,2.7
BS002,SESE,5171-1,2006,L,112
BS002,SESE,5172-1,2006,L,96.5
BS002,SESE,5173-1,2006,L,50
BS002,SESE,5173-2,2006,L,7.4
BS002,SESE,5173-3,2006,L,1.7
BS002,TODI,5174-1,2006,L,1.1
BS002,SESE,5175-1,2006,L,5.9
BS002,SESE,5176-1,2006,L,9.3
BS002,SESE,5176-2,2006,L,5.2
BS002,QUAG,5177-1,2006,L,1.5
BS002,QUAG,5178-1,2006,L,2.6
BS002,LIDE,5179-1,2006,L,41.2
BS002,LIDE,5179-2,2006,L,38.8
BS002,SESE,5180-1,2006,L,57
BS002,SESE,5180-2,2006,D,2.9
BS002,LIDE,5181-1,2006,L,1.7
BS002,LIDE,5182-1,2006,L,6.3
BS002,LIDE,5182-2,2006,L,5.9
BS002,LIDE,5182-3,2006,L,2.2
BS002,LIDE,5183-1,2006,L,15.3
BS002,LIDE,5183-2,2006,L,16.2
BS002,LIDE,5183-3,2006,L,3.6
BS002,LIDE,5183-4,2006,L,1.9
BS002,LIDE,5183-5,2006,L,1.5
BS002,UMCA,5184-2,2006,L,6.5
BS002,UMCA,5184-9,2006,L,4.5
BS002,UMCA,5184-3,2006,L,4
BS002,UMCA,5184-1,2006,L,3.2
BS002,UMCA,5184-7,2006,L,1.9
BS002,UMCA,5184-5,2006,L,8.2
BS002,UMCA,5184-8,2006,L,1.6
BS002,UMCA,5184-6,2006,L,2
BS002,UMCA,5184-10,2006,L,6.5
BS002,UMCA,5184-4,2006,L,2.5
BS002,UMCA,5184-11,2006,D,1.5
BS002,QUAG,5185-1,2006,L,1.5
BS002,QUAG,5185-2,2006,L,1.4
BS002,QUAG,5185-3,2006,L,55.5
BS002,UMCA,5186-1,2006,L,7
BS002,UMCA,5186-2,2006,L,8.2
BS002,UMCA,5186-3,2006,D,2.2
BS002,UMCA,5187-8,2006,L,11.1
BS002,UMCA,5187-9,2006,L,9.1
BS002,UMCA,5187-4,2006,L,7.1
BS002,UMCA,5187-2,2006,L,9.8
BS002,UMCA,5187-3,2006,L,6.2
BS002,UMCA,5187-7,2006,L,3.2
BS002,UMCA,5187-6,2006,L,4.4
BS002,UMCA,5187-5,2006,L,5.5
BS002,UMCA,5187-1,2006,L,7.3
BS002,UMCA,5187-11,2006,L,4
BS002,UMCA,5187-10,2006,L,10
BS002,SAME,,2006,,NA
BS002,LIDE,5189-2,2006,L,11.2
BS002,LIDE,5189-1,2006,L,6.8
BS002,LIDE,5190-1,2006,L,4
BS002,LIDE,5190-2,2006,L,2.7
BS002,LIDE,5190-3,2006,L,2.8
BS002,QUAG,5191-1,2006,L,44.4
BS002,UMCA,5192-8,2006,L,5.4
BS002,UMCA,5192-1,2006,L,8.3
BS002,UMCA,5192-14,2006,L,3.8
BS002,UMCA,5192-3,2006,L,6.9
BS002,UMCA,5192-15,2006,L,3
BS002,UMCA,5192-7,2006,L,5.6
BS002,UMCA,5192-9,2006,L,4.5
BS002,UMCA,5192-5,2006,L,6
BS002,UMCA,5192-4,2006,L,6.8
BS002,UMCA,5192-10,2006,L,4.5
BS002,UMCA,5192-6,2006,L,6
BS002,UMCA,5192-11,2006,L,4.4
BS002,UMCA,5192-2,2006,L,7.5
BS002,UMCA,5192-16,2006,L,3
BS002,UMCA,5192-12,2006,L,4
BS002,UMCA,5192-13,2006,L,4
BS002,UMCA,5192-17,2006,L,2.3
BS002,UMCA,5192-18,2006,D,1.7
BS002,LIDE,5193-1,2006,L,9.5
BS002,LIDE,5193-5,2006,L,4
BS002,LIDE,5193-2,2006,L,3.6
BS002,LIDE,5193-4,2006,L,20.2
BS002,LIDE,5193-3,2006,L,2
BS002,UMCA,5194-1,2006,L,3
BS002,QUAG,5195-1,2006,L,22.9
BS002,LIDE,5196-5,2006,L,33.6
BS002,LIDE,5196-1,2006,L,3.2
BS002,LIDE,5196-6,2006,L,3.2
BS002,LIDE,5196-3,2006,L,2.5
BS002,LIDE,5196-4,2006,L,2.8
BS002,LIDE,5196-2,2006,L,2.1
BS002,LIDE,5197-1,2006,L,10.3
BS002,LIDE,5197-2,2006,L,1.5
BS002,LIDE,5198-2,2006,L,6.4
BS002,LIDE,5198-6,2006,L,7.3
BS002,LIDE,5198-5,2006,L,2.7
BS002,LIDE,5198-1,2006,L,4.5
BS002,LIDE,5198-3,2006,L,4
BS002,LIDE,5198-4,2006,L,1.3
BS002,LIDE,5199-2,2006,L,8.9
BS002,LIDE,5199-1,2006,L,6.5
BS002,LIDE,5199-4,2006,L,1.5
BS002,LIDE,5199-3,2006,L,3
BS002,QUAG,5200-1,2006,L,1.1
BS002,LIDE,5201-1,2006,L,8.6
BS002,LIDE,5201-4,2006,L,3
BS002,LIDE,5201-2,2006,L,1.5
BS002,LIDE,5201-3,2006,L,1.5
BS002,QUAG,5202-1,2006,L,29.4
BS002,LIDE,5203-1,2006,L,1.8
BS002,LIDE,5204-1,2006,L,7.2
BS002,LIDE,5205-1,2006,L,3
BS002,SESE,5206-2,2006,L,3.5
BS002,SESE,5206-3,2006,L,2.1
BS002,SESE,5206-1,2006,L,3
BS002,SESE,5206-4,2006,L,3.7
BS002,SESE,5206-5,2006,L,2
BS002,SESE,5207-1,2006,L,3.4
BS002,SESE,5207-2,2006,L,4.4
BS002,LIDE,5169-1,2010,L,12.5
BS002,LIDE,5169-2,2010,L,2.1
BS002,LIDE,5169-3,2010,L,2.8
BS002,LIDE,5170-1,2010,M,NA
BS002,SESE,5171-1,2010,L,117.3
BS002,SESE,5172-1,2010,L,96.3
BS002,SESE,5173-1,2010,L,58.6
BS002,SESE,5173-2,2010,D,6.9
BS002,SESE,5173-3,2010,L,1.6
BS002,TODI,5174-1,2010,L,1.8
BS002,SESE,5175-1,2010,L,6.2
BS002,SESE,5176-1,2010,L,8.7
BS002,SESE,5176-2,2010,L,5.4
BS002,SESE,5176-3,2010,D,5.1
BS002,QUAG,5177-1,2010,L,1.6
BS002,QUAG,5178-1,2010,L,3.3
BS002,LIDE,5179-1,2010,L,47.3
BS002,LIDE,5179-2,2010,L,43.5
BS002,LIDE,5179-3,2010,L,2.2
BS002,LIDE,5179-4,2010,D,5.5
BS002,SESE,5180-1,2010,L,58.6
BS002,SESE,5180-2,2010,D,3.2
BS002,LIDE,5181-1,2010,L,2.1
BS002,LIDE,5182-1,2010,L,8.3
BS002,LIDE,5182-2,2010,L,8.2
BS002,LIDE,5182-3,2010,M,NA
BS002,LIDE,5183-1,2010,L,19.5
BS002,LIDE,5183-2,2010,L,20
BS002,LIDE,5183-3,2010,L,3.2
BS002,LIDE,5183-4,2010,L,1.8
BS002,LIDE,5183-5,2010,L,1.6
BS002,UMCA,5184-1,2010,L,4.3
BS002,UMCA,5184-2,2010,L,7.3
BS002,UMCA,5184-3,2010,L,4.8
BS002,UMCA,5184-4,2010,L,3.2
BS002,UMCA,5184-5,2010,L,9.1
BS002,UMCA,5184-6,2010,L,2
BS002,UMCA,5184-7,2010,L,2.1
BS002,UMCA,5184-8,2010,D,1.5
BS002,UMCA,5184-9,2010,L,5.6
BS002,UMCA,5184-10,2010,L,7.8
BS002,UMCA,5184-11,2010,M,NA
BS002,UMCA,5184-12,2010,L,3.2
BS002,QUAG,5185-1,2010,M,NA
BS002,QUAG,5185-2,2010,D,1.6
BS002,QUAG,5185-3,2010,L,56.1
BS002,UMCA,5186-1,2010,L,7.6
BS002,UMCA,5186-2,2010,L,10.4
BS002,UMCA,5186-3,2010,D,NA
BS002,UMCA,5187-1,2010,L,8.2
BS002,UMCA,5187-2,2010,L,9.6
BS002,UMCA,5187-3,2010,L,6.1
BS002,UMCA,5187-4,2010,L,7.6
BS002,UMCA,5187-5,2010,L,5.7
BS002,UMCA,5187-6,2010,L,4.4
BS002,UMCA,5187-7,2010,L,3.1
BS002,UMCA,5187-8,2010,L,12.1
BS002,UMCA,5187-9,2010,L,9.4
BS002,UMCA,5187-10,2010,L,11
BS002,UMCA,5187-11,2010,L,3.6
BS002,UMCA,5187-12,2010,L,3.8
BS002,SAME,,2010,,NA
BS002,LIDE,5189-1,2010,L,7.2
BS002,LIDE,5189-2,2010,L,14
BS002,LIDE,5190-1,2010,L,4.3
BS002,LIDE,5190-2,2010,E,NA
BS002,LIDE,5190-3,2010,E,NA
BS002,QUAG,5191-1,2010,L,44
BS002,UMCA,5192-1,2010,L,9.5
BS002,UMCA,5192-2,2010,L,8.7
BS002,UMCA,5192-3,2010,L,7.5
BS002,UMCA,5192-4,2010,L,6.8
BS002,UMCA,5192-5,2010,L,6.3
BS002,UMCA,5192-6,2010,L,6
BS002,UMCA,5192-7,2010,L,6.7
BS002,UMCA,5192-8,2010,L,5.7
BS002,UMCA,5192-9,2010,L,4.6
BS002,UMCA,5192-10,2010,L,4.3
BS002,UMCA,5192-11,2010,L,4
BS002,UMCA,5192-12,2010,L,3.8
BS002,UMCA,5192-13,2010,L,3.7
BS002,UMCA,5192-14,2010,L,3.5
BS002,UMCA,5192-15,2010,L,2.9
BS002,UMCA,5192-16,2010,L,3.1
BS002,UMCA,5192-17,2010,L,2.6
BS002,UMCA,5192-18,2010,D,NA
BS002,LIDE,5193-1,2010,L,8.6
BS002,LIDE,5193-2,2010,L,3.5
BS002,LIDE,5193-3,2010,L,2.3
BS002,LIDE,5193-4,2010,L,22.7
BS002,LIDE,5193-5,2010,L,4.4
BS002,UMCA,5194-1,2010,L,3
BS002,QUAG,5195-1,2010,L,21.7
BS002,LIDE,5196-1,2010,L,2.7
BS002,LIDE,5196-2,2010,E,NA
BS002,LIDE,5196-3,2010,E,NA
BS002,LIDE,5196-4,2010,L,2.6
BS002,LIDE,5196-5,2010,L,32.1
BS002,LIDE,5196-6,2010,L,3.3
BS002,LIDE,5196-7,2010,L,1.1
BS002,LIDE,5196-8,2010,L,1.5
BS002,LIDE,5197-1,2010,L,11.5
BS002,LIDE,5197-2,2010,L,1.6
BS002,LIDE,5198-1,2010,L,3.8
BS002,LIDE,5198-2,2010,L,4.9
BS002,LIDE,5198-3,2010,L,3
BS002,LIDE,5198-4,2010,L,1.6
BS002,LIDE,5198-5,2010,L,2.5
BS002,LIDE,5198-6,2010,L,7.4
BS002,LIDE,5198-7,2010,L,1.3
BS002,LIDE,5199-1,2010,L,8
BS002,LIDE,5199-2,2010,L,9.8
BS002,LIDE,5199-3,2010,L,2.5
BS002,LIDE,5199-4,2010,L,1.4
BS002,LIDE,5199-5,2010,L,1.3
BS002,QUAG,5200-1,2010,D,1.2
BS002,LIDE,5201-1,2010,L,9.7
BS002,LIDE,5201-2,2010,L,1.4
BS002,LIDE,5201-3,2010,L,1.8
BS002,LIDE,5201-4,2010,E,NA
BS002,QUAG,5202-1,2010,L,27.8
BS002,LIDE,5203-1,2010,L,1.8
BS002,LIDE,5203-2,2010,L,1.1
BS002,LIDE,5205-1,2010,L,3.1
BS002,LIDE,5204-1,2010,L,8.1
BS002,SESE,5206-1,2010,L,2.8
BS002,SESE,5206-2,2010,L,3.3
BS002,SESE,5206-3,2010,L,1.6
BS002,SESE,5206-4,2010,L,3.7
BS002,SESE,5206-5,2010,L,1.4
BS002,SESE,5206-6,2010,L,1.3
BS002,SESE,5207-1,2010,L,3.4
BS002,SESE,5207-2,2010,L,4.1
BS002,LIDE,5169-1,2013,L,13.2
BS002,LIDE,5169-2,2013,L,2
BS002,LIDE,5169-3,2013,L,2.8
BS002,LIDE,5170-1,2013,E,NA
BS002,SESE,5171-1,2013,L,121.1
BS002,SESE,5172-1,2013,L,98.2
BS002,SESE,5173-1,2013,L,59.8
BS002,SESE,5173-2,2013,D,7.8
BS002,SESE,5173-3,2013,L,1.6
BS002,TODI,5174-1,2013,L,1.5
BS002,SESE,5175-1,2013,L,6.2
BS002,SESE,5175-2,2013,L,1.7
BS002,SESE,5176-1,2013,L,9.2
BS002,SESE,5176-2,2013,L,5.7
BS002,SESE,5176-3,2013,M,NA
BS002,QUAG,5177-1,2013,L,1.6
BS002,QUAG,5178-1,2013,L,3.3
BS002,LIDE,5179-1,2013,L,50.3
BS002,LIDE,5179-2,2013,L,46.9
BS002,LIDE,5179-3,2013,L,2.3
BS002,LIDE,5179-4,2013,D,4.2
BS002,SESE,5180-1,2013,L,60.1
BS002,SESE,5180-2,2013,D,2.7
BS002,LIDE,5181-1,2013,L,2.6
BS002,LIDE,5182-1,2013,L,9.9
BS002,LIDE,5182-2,2013,L,8.5
BS002,LIDE,5182-3,2013,E,NA
BS002,LIDE,5183-1,2013,L,23.4
BS002,LIDE,5183-2,2013,L,22.8
BS002,LIDE,5183-3,2013,L,3.3
BS002,LIDE,5183-4,2013,L,1.7
BS002,LIDE,5183-5,2013,L,1.1
BS002,UMCA,5184-1,2013,L,4.9
BS002,UMCA,5184-2,2013,L,8
BS002,UMCA,5184-3,2013,L,5.1
BS002,UMCA,5184-4,2013,L,3.3
BS002,UMCA,5184-5,2013,L,10.4
BS002,UMCA,5184-6,2013,L,1.9
BS002,UMCA,5184-7,2013,L,1.9
BS002,UMCA,5184-8,2013,D,1.5
BS002,UMCA,5184-9,2013,D,5.7
BS002,UMCA,5184-10,2013,L,8.4
BS002,UMCA,5184-11,2013,E,NA
BS002,UMCA,5184-12,2013,L,3.8
BS002,QUAG,5185-1,2013,E,NA
BS002,QUAG,5185-2,2013,D,1.5
BS002,QUAG,5185-3,2013,L,54.8
BS002,UMCA,5186-1,2013,L,8.5
BS002,UMCA,5186-2,2013,L,11
BS002,UMCA,5186-3,2013,D,NA
BS002,UMCA,5187-1,2013,L,9
BS002,UMCA,5187-2,2013,L,11.6
BS002,UMCA,5187-3,2013,L,6.5
BS002,UMCA,5187-4,2013,L,8.2
BS002,UMCA,5187-5,2013,L,5.7
BS002,UMCA,5187-6,2013,L,4.4
BS002,UMCA,5187-7,2013,L,3.2
BS002,UMCA,5187-8,2013,L,12.8
BS002,UMCA,5187-9,2013,L,9.5
BS002,UMCA,5187-10,2013,L,10.7
BS002,UMCA,5187-11,2013,L,3.5
BS002,UMCA,5187-12,2013,L,4
BS002,UMCA,5187-13,2013,D,2.6
BS002,UMCA,5187-14,2013,D,1.1
BS002,UMCA,5187-15,2013,D,1.1
BS002,SAME,,2013,,NA
BS002,LIDE,5189-1,2013,L,7.2
BS002,LIDE,5189-2,2013,L,16.3
BS002,LIDE,5190-1,2013,L,5.5
BS002,LIDE,5190-4,2013,L,2.7
BS002,QUAG,5191-1,2013,L,43.5
BS002,UMCA,5192-1,2013,L,9.9
BS002,UMCA,5192-2,2013,L,9.2
BS002,UMCA,5192-3,2013,L,8.1
BS002,UMCA,5192-4,2013,L,7.4
BS002,UMCA,5192-5,2013,L,6.8
BS002,UMCA,5192-6,2013,L,6.7
BS002,UMCA,5192-7,2013,L,5.9
BS002,UMCA,5192-8,2013,L,5.8
BS002,UMCA,5192-9,2013,L,4.8
BS002,UMCA,5192-10,2013,L,4.6
BS002,UMCA,5192-11,2013,L,4.2
BS002,UMCA,5192-12,2013,L,4.2
BS002,UMCA,5192-13,2013,L,4.2
BS002,UMCA,5192-14,2013,L,3.7
BS002,UMCA,5192-15,2013,L,3
BS002,UMCA,5192-16,2013,L,3
BS002,UMCA,5192-17,2013,D,2.7
BS002,UMCA,5192-18,2013,M,NA
BS002,UMCA,5192-19,2013,D,1.3
BS002,LIDE,5193-1,2013,L,8.7
BS002,LIDE,5193-2,2013,L,3.7
BS002,LIDE,5193-3,2013,L,2.2
BS002,LIDE,5193-4,2013,L,24.6
BS002,LIDE,5193-5,2013,L,4.2
BS002,LIDE,5193-6,2013,D,1.3
BS002,UMCA,5194-1,2013,L,3.3
BS002,QUAG,5195-1,2013,L,21.4
BS002,LIDE,5196-1,2013,L,2.8
BS002,LIDE,5196-4,2013,L,4.3
BS002,LIDE,5196-5,2013,L,31.3
BS002,LIDE,5196-6,2013,L,3.3
BS002,LIDE,5196-7,2013,L,2.3
BS002,LIDE,5196-8,2013,L,1.5
BS002,LIDE,5197-1,2013,L,12.3
BS002,LIDE,5197-2,2013,L,1.5
BS002,LIDE,5198-1,2013,L,4.8
BS002,LIDE,5198-2,2013,L,5.8
BS002,LIDE,5198-3,2013,L,3.2
BS002,LIDE,5198-4,2013,L,1.8
BS002,LIDE,5198-5,2013,L,2.6
BS002,LIDE,5198-6,2013,L,7.8
BS002,LIDE,5198-7,2013,L,1.6
BS002,LIDE,5199-1,2013,L,8.4
BS002,LIDE,5199-2,2013,L,10.7
BS002,LIDE,5199-3,2013,L,2.5
BS002,LIDE,5199-4,2013,L,1.4
BS002,LIDE,5199-5,2013,L,1.5
BS002,LIDE,5199-6,2013,L,1.6
BS002,QUAG,5200-1,2013,D,1.4
BS002,LIDE,5201-1,2013,L,11.3
BS002,LIDE,5201-2,2013,L,1.5
BS002,LIDE,5201-3,2013,L,1.9
BS002,QUAG,5202-1,2013,L,27
BS002,LIDE,5203-1,2013,L,1.8
BS002,LIDE,5203-2,2013,L,1.6
BS002,LIDE,5204-1,2013,L,9.1
BS002,LIDE,5205-1,2013,L,3.2
BS002,SESE,5206-1,2013,L,2.7
BS002,SESE,5206-2,2013,L,3.5
BS002,SESE,5206-3,2013,L,2
BS002,SESE,5206-4,2013,L,3.3
BS002,SESE,5206-5,2013,L,1.6
BS002,SESE,5206-6,2013,L,1.1
BS002,SESE,5207-1,2013,L,3.4
BS002,SESE,5207-2,2013,L,4.3
BS002,SESE,14185-1,2013,L,2.9
BS002,LIDE,5169-1,2018,L,15
BS002,LIDE,5169-2,2018,L,2.1
BS002,LIDE,5169-3,2018,L,3
BS002,SESE,5171-1,2018,L,121.5
BS002,SESE,5172-1,2018,L,100.4
BS002,SESE,5173-1,2018,L,65.6
BS002,SESE,5173-2,2018,D,7
BS002,SESE,5173-3,2018,D,1.5
BS002,TODI,5174-1,2018,L,1.7
BS002,SESE,5175-1,2018,L,7.3
BS002,SESE,5175-2,2018,L,1.6
BS002,SESE,5176-1,2018,L,9.8
BS002,SESE,5176-2,2018,L,7
BS002,SESE,5176-3,2018,E,NA
BS002,QUAG,5177-1,2018,L,1.6
BS002,QUAG,5178-1,2018,L,3.3
BS002,LIDE,5179-1,2018,L,52.7
BS002,LIDE,5179-2,2018,L,49.8
BS002,LIDE,5179-3,2018,D,2
BS002,LIDE,5179-4,2018,D,NA
BS002,SESE,5180-1,2018,L,62.2
BS002,SESE,5180-2,2018,D,NA
BS002,LIDE,5181-1,2018,L,2.6
BS002,LIDE,5182-1,2018,D,9.8
BS002,LIDE,5182-2,2018,D,8
BS002,LIDE,5183-1,2018,D,25.1
BS002,LIDE,5183-2,2018,D,23.3
BS002,LIDE,5183-3,2018,D,3.6
BS002,LIDE,5183-4,2018,D,1.8
BS002,LIDE,5183-5,2018,D,1
BS002,UMCA,5184-1,2018,L,5
BS002,UMCA,5184-2,2018,L,8.9
BS002,UMCA,5184-3,2018,L,5.3
BS002,UMCA,5184-4,2018,L,3.5
BS002,UMCA,5184-5,2018,L,11.3
BS002,UMCA,5184-6,2018,D,1.7
BS002,UMCA,5184-7,2018,D,1.9
BS002,UMCA,5184-8,2018,D,1.4
BS002,UMCA,5184-9,2018,D,NA
BS002,UMCA,5184-10,2018,L,8.8
BS002,UMCA,5184-12,2018,L,3.4
BS002,QUAG,5185-2,2018,D,NA
BS002,QUAG,5185-3,2018,L,55.1
BS002,UMCA,5186-1,2018,L,8.5
BS002,UMCA,5186-2,2018,L,11.8
BS002,UMCA,5186-3,2018,E,NA
BS002,UMCA,5187-1,2018,L,9.8
BS002,UMCA,5187-2,2018,L,12.9
BS002,UMCA,5187-3,2018,L,6.5
BS002,UMCA,5187-4,2018,L,10.6
BS002,UMCA,5187-5,2018,L,5.6
BS002,UMCA,5187-6,2018,L,4.3
BS002,UMCA,5187-7,2018,L,3.1
BS002,UMCA,5187-8,2018,L,13.4
BS002,UMCA,5187-9,2018,L,9.7
BS002,UMCA,5187-10,2018,L,11.4
BS002,UMCA,5187-11,2018,L,3.4
BS002,UMCA,5187-12,2018,D,3.7
BS002,UMCA,5187-13,2018,D,2.5
BS002,UMCA,5187-14,2018,D,NA
BS002,UMCA,5187-15,2018,D,NA
BS002,SAME,,2018,,NA
BS002,LIDE,5189-1,2018,D,7.8
BS002,LIDE,5189-2,2018,D,16.7
BS002,LIDE,5190-1,2018,D,4.2
BS002,LIDE,5190-4,2018,L,2.7
BS002,QUAG,5191-1,2018,L,43.5
BS002,UMCA,5192-1,2018,L,10.8
BS002,UMCA,5192-2,2018,L,10.4
BS002,UMCA,5192-3,2018,L,8.9
BS002,UMCA,5192-4,2018,L,8.3
BS002,UMCA,5192-5,2018,D,6.5
BS002,UMCA,5192-6,2018,L,7.3
BS002,UMCA,5192-7,2018,L,6
BS002,UMCA,5192-8,2018,L,5.8
BS002,UMCA,5192-9,2018,L,3.9
BS002,UMCA,5192-10,2018,L,4.7
BS002,UMCA,5192-11,2018,L,3.8
BS002,UMCA,5192-12,2018,L,4
BS002,UMCA,5192-13,2018,L,4
BS002,UMCA,5192-14,2018,D,3.4
BS002,UMCA,5192-15,2018,D,3
BS002,UMCA,5192-16,2018,L,3.1
BS002,UMCA,5192-17,2018,D,NA
BS002,UMCA,5192-18,2018,E,NA
BS002,UMCA,5192-19,2018,D,NA
BS002,LIDE,5193-1,2018,D,8.7
BS002,LIDE,5193-2,2018,D,3.9
BS002,LIDE,5193-3,2018,D,1.8
BS002,LIDE,5193-4,2018,D,25.2
BS002,LIDE,5193-5,2018,D,4
BS002,LIDE,5193-6,2018,D,NA
BS002,UMCA,5194-1,2018,L,3.3
BS002,QUAG,5195-1,2018,L,22.5
BS002,LIDE,5196-1,2018,L,2.9
BS002,LIDE,5196-4,2018,L,3.1
BS002,LIDE,5196-5,2018,L,32.7
BS002,LIDE,5196-6,2018,L,3.7
BS002,LIDE,5196-7,2018,D,2
BS002,LIDE,5196-8,2018,D,1.4
BS002,LIDE,5197-1,2018,D,12.1
BS002,LIDE,5197-2,2018,D,1.2
BS002,LIDE,5198-1,2018,D,4.2
BS002,LIDE,5198-2,2018,D,5.2
BS002,LIDE,5198-3,2018,D,2.9
BS002,LIDE,5198-4,2018,D,1.8
BS002,LIDE,5198-5,2018,D,2.4
BS002,LIDE,5198-6,2018,D,7.5
BS002,LIDE,5198-7,2018,D,1.5
BS002,LIDE,5199-1,2018,D,7.8
BS002,LIDE,5199-2,2018,D,10
BS002,LIDE,5199-3,2018,D,2.4
BS002,LIDE,5199-4,2018,D,1.3
BS002,LIDE,5199-5,2018,D,1.3
BS002,LIDE,5199-6,2018,D,1.3
BS002,QUAG,5200-1,2018,M,NA
BS002,LIDE,5201-1,2018,D,11.5
BS002,LIDE,5201-2,2018,L,1.5
BS002,LIDE,5201-3,2018,L,1.7
BS002,QUAG,5202-1,2018,L,27.4
BS002,LIDE,5203-1,2018,L,1.8
BS002,LIDE,5203-2,2018,L,1.7
BS002,LIDE,5204-1,2018,L,10.2
BS002,LIDE,5205-1,2018,L,3.1
BS002,SESE,5206-1,2018,L,2.8
BS002,SESE,5206-2,2018,L,3.7
BS002,SESE,5206-3,2018,L,1.6
BS002,SESE,5206-4,2018,L,3.5
BS002,SESE,5206-5,2018,L,1.5
BS002,SESE,5206-6,2018,L,0.9
BS002,SESE,5207-1,2018,L,3.4
BS002,SESE,5207-2,2018,L,4.3
BS002,SESE,14185-1,2018,L,4.6
BS002,LIDE,5169-1,2022,D,14.2
BS002,LIDE,5169-3,2022,L,3.7
BS002,SESE,5171-1,2022,L,123.2
BS002,SESE,5172-1,2022,L,103.4
BS002,SESE,5173-1,2022,L,66.1
BS002,SESE,5173-2,2022,D,NA
BS002,SESE,5173-3,2022,D,NA
BS002,TODI,5174-1,2022,L,1.7
BS002,SESE,5175-1,2022,L,7.8
BS002,SESE,5176-1,2022,L,10.5
BS002,SESE,5176-2,2022,L,7.6
BS002,QUAG,5177-1,2022,D,1.6
BS002,QUAG,5177-2,2022,L,1.4
BS002,QUAG,5178-1,2022,L,3.6
BS002,LIDE,5179-1,2022,D,52.2
BS002,LIDE,5179-2,2022,D,48.5
BS002,LIDE,5179-3,2022,D,NA
BS002,LIDE,5179-4,2022,D,NA
BS002,SESE,5180-1,2022,L,65.4
BS002,SESE,5180-2,2022,D,NA
BS002,LIDE,5181-1,2022,L,3.4
BS002,LIDE,5182-1,2022,D,NA
BS002,LIDE,5182-2,2022,D,NA
BS002,LIDE,5183-1,2022,D,NA
BS002,LIDE,5183-2,2022,D,NA
BS002,LIDE,5183-3,2022,D,NA
BS002,UMCA,5184-1,2022,L,5.2
BS002,UMCA,5184-2,2022,L,10
BS002,UMCA,5184-3,2022,L,5.4
BS002,UMCA,5184-4,2022,L,3.7
BS002,UMCA,5184-5,2022,L,12.8
BS002,UMCA,5184-9,2022,D,NA
BS002,UMCA,5184-10,2022,L,9.7
BS002,UMCA,5184-12,2022,L,3.5
BS002,QUAG,5185-2,2022,M,NA
BS002,QUAG,5185-3,2022,L,55.1
BS002,UMCA,5186-1,2022,L,9.7
BS002,UMCA,5186-2,2022,L,13.2
BS002,UMCA,5186-3,2022,E,NA
BS002,UMCA,5187-1,2022,L,12.4
BS002,UMCA,5187-2,2022,L,14.6
BS002,UMCA,5187-3,2022,L,6.5
BS002,UMCA,5187-4,2022,L,8.7
BS002,UMCA,5187-5,2022,L,5.8
BS002,UMCA,5187-6,2022,L,4.2
BS002,UMCA,5187-7,2022,L,3.4
BS002,UMCA,5187-8,2022,L,15.8
BS002,UMCA,5187-9,2022,L,10.3
BS002,UMCA,5187-10,2022,L,12.9
BS002,UMCA,5187-11,2022,D,3.5
BS002,UMCA,5187-12,2022,D,NA
BS002,SAME,,2022,,NA
BS002,LIDE,5189-1,2022,D,NA
BS002,LIDE,5189-2,2022,D,NA
BS002,LIDE,5190-1,2022,D,NA
BS002,LIDE,5190-4,2022,L,2.8
BS002,QUAG,5191-1,2022,D,43.3
BS002,UMCA,5192-1,2022,L,12.4
BS002,UMCA,5192-2,2022,L,11.8
BS002,UMCA,5192-3,2022,L,10.6
BS002,UMCA,5192-4,2022,L,9.1
BS002,UMCA,5192-5,2022,D,NA
BS002,UMCA,5192-6,2022,L,8
BS002,UMCA,5192-7,2022,L,6.3
BS002,UMCA,5192-8,2022,L,6.5
BS002,UMCA,5192-9,2022,L,4
BS002,UMCA,5192-10,2022,L,4.8
BS002,UMCA,5192-11,2022,L,3.8
BS002,UMCA,5192-12,2022,L,4.3
BS002,UMCA,5192-13,2022,L,4.4
BS002,UMCA,5192-14,2022,E,NA
BS002,UMCA,5192-15,2022,D,NA
BS002,UMCA,5192-16,2022,E,NA
BS002,UMCA,5192-19,2022,E,NA
BS002,LIDE,5193-1,2022,D,NA
BS002,LIDE,5193-2,2022,D,NA
BS002,LIDE,5193-4,2022,D,NA
BS002,LIDE,5193-5,2022,D,NA
BS002,UMCA,5194-1,2022,L,3.6
BS002,QUAG,5195-1,2022,L,21.9
BS002,LIDE,5196-1,2022,D,3.1
BS002,LIDE,5196-4,2022,L,4.8
BS002,LIDE,5196-5,2022,D,31.6
BS002,LIDE,5196-6,2022,D,4
BS002,LIDE,5197-1,2022,D,NA
BS002,LIDE,5198-1,2022,D,NA
BS002,LIDE,5198-2,2022,D,NA
BS002,LIDE,5198-6,2022,D,NA
BS002,LIDE,5199-1,2022,D,NA
BS002,LIDE,5199-2,2022,D,NA
BS002,QUAG,5200-1,2022,E,NA
BS002,LIDE,5201-1,2022,D,NA
BS002,LIDE,5201-3,2022,L,2
BS002,QUAG,5202-1,2022,L,26.4
BS002,LIDE,5203-2,2022,L,2.1
BS002,LIDE,5204-1,2022,L,12
