Plot,SampleYear,Elevation,Slope,BurnScar,PRam,Fire,Easting,Northing
BS046,2009,575,36,dolan_chalk,0,1,634734.157,3987586.34
BS046,2007,575,36,dolan_chalk,0,0,634734.157,3987586.34
BS046,2011,575,36,dolan_chalk,0,1,634734.157,3987586.34
BS046,2014,575,36,dolan_chalk,0,1,634734.157,3987586.34
BS046,2019,575,36,dolan_chalk,1,1,634734.157,3987586.34
BS046,2021,575,36,dolan_chalk,1,1,634734.157,3987586.34
BS047,2009,679,33,dolan_chalk,0,1,635167.639,3988103.951
BS047,2007,679,33,dolan_chalk,0,0,635167.639,3988103.951
BS047,2011,679,33,dolan_chalk,0,1,635167.639,3988103.951
BS047,2014,679,33,dolan_chalk,0,1,635167.639,3988103.951
BS047,2019,679,33,dolan_chalk,0,1,635167.639,3988103.951
BS047,2021,679,33,dolan_chalk,0,1,635167.639,3988103.951
BS047,2021,679,33,dolan_chalk,0,1,635167.639,3988103.951
BS048,2009,475,20,dolan_chalk,0,1,636017.591,3988181.176
BS048,2007,475,20,dolan_chalk,0,0,636017.591,3988181.176
BS048,2021,475,20,dolan_chalk,0,1,636017.591,3988181.176
BS050,2009,670,18,dolan_chalk,0,1,636969,3988655
BS050,2007,670,18,dolan_chalk,0,0,636969,3988655
BS050,2021,670,18,dolan_chalk,0,1,636969,3988655
BS052,2009,541,32,dolan_chalk,0,1,635051.737,3986466.81
BS052,2007,541,32,dolan_chalk,0,0,635051.737,3986466.81
BS052,2010,541,32,dolan_chalk,0,1,635051.737,3986466.81
BS052,2013,541,32,dolan_chalk,0,1,635051.737,3986466.81
BS052,2018,541,32,dolan_chalk,0,1,635051.737,3986466.81
BS052,2021,541,32,dolan_chalk,0,1,635051.737,3986466.81
BS053,2009,317,38,dolan_chalk,0,1,634566.708,3986362.546
BS053,2007,317,38,dolan_chalk,0,0,634566.708,3986362.546
BS053,2010,317,38,dolan_chalk,0,1,634566.708,3986362.546
BS053,2010,317,38,dolan_chalk,0,1,634566.708,3986362.546
BS053,2013,317,38,dolan_chalk,0,1,634566.708,3986362.546
BS053,2018,317,38,dolan_chalk,1,1,634566.708,3986362.546
BS053,2021,317,38,dolan_chalk,1,1,634566.708,3986362.546
BS054,2007,558,34,control,0,0,652418.316,3961612.993
BS054,2011,558,34,control,0,0,652418.316,3961612.993
BS054,2014,558,34,control,0,0,652418.316,3961612.993
BS057,2007,592,31,dolan_chalk,0,0,634097.886,3988199.85
BS057,2011,592,31,dolan_chalk,0,1,634097.886,3988199.85
BS057,2014,592,31,dolan_chalk,0,1,634097.886,3988199.85
BS057,2019,592,31,dolan_chalk,1,1,634097.886,3988199.85
BS057,2021,592,31,dolan_chalk,1,1,634097.886,3988199.85
BS058,2009,744,25,dolan,0,0,630877.642,3991586.658
BS058,2007,744,25,dolan,0,0,630877.642,3991586.658
BS058,2010,744,25,dolan,0,0,630877.642,3991586.658
BS058,2013,744,25,dolan,0,0,630877.642,3991586.658
BS058,2018,744,25,dolan,0,0,630877.642,3991586.658
BS058,2021,744,25,dolan,0,1,630877.642,3991586.658
BS059,2007,630,40,dolan,0,0,630906.198,3991201.444
BS059,2021,630,40,dolan,0,1,630906.198,3991201.444
BS060,2007,638,30,dolan,0,0,631161.134,3990763.609
BS060,2021,638,30,dolan,0,1,631161.134,3990763.609
BS062,2007,604,15,dolan,0,0,630661.814,3988688.512
BS062,2011,604,15,dolan,1,0,630661.814,3988688.512
BS062,2014,604,15,dolan,1,0,630661.814,3988688.512
BS062,2019,604,15,dolan,1,0,630661.814,3988688.512
BS062,2021,604,15,dolan,1,1,630661.814,3988688.512
BS063,2006,630,25,control,0,0,631731,3988899
BS066,2006,720,27,dolan_chalk,0,0,632103,3989070
BS066,2011,720,27,dolan_chalk,0,1,632103,3989070
BS066,2014,720,27,dolan_chalk,0,1,632103,3989070
BS066,2019,720,27,dolan_chalk,1,1,632103,3989070
BS066,2021,720,27,dolan_chalk,1,1,632103,3989070
BS070,2007,623,40,dolan,1,0,630134.769,3988785.631
BS070,2011,623,40,dolan,1,0,630134.769,3988785.631
BS070,2014,623,40,dolan,1,0,630134.769,3988785.631
BS070,2021,623,40,dolan,1,1,630134.769,3988785.631
BS071,2007,700,30,dolan,0,0,631055.772,3989105.384
BS071,2021,700,30,dolan,0,1,631055.772,3989105.384
BS072,2007,735,18,dolan,1,0,630181.514,3989173.856
BS072,2021,735,18,dolan,1,1,630181.514,3989173.856
BS073,2007,601,10,dolan,1,0,629493.267,3989433.106
BS073,2011,601,10,dolan,1,0,629493.267,3989433.106
BS073,2014,601,10,dolan,1,0,629493.267,3989433.106
BS073,2019,601,10,dolan,1,0,629493.267,3989433.106
BS073,2021,601,10,dolan,1,1,629493.267,3989433.106
BS076,2006,575,26,sober,1,0,605690,4024750
BS077,2006,588,27,sober,1,0,605951.659,4024437.532
BS077,2019,588,27,sober,1,1,605951.659,4024437.532
BS077,2023,588,27,sober,1,1,605951.659,4024437.532
BS077,2023,588,27,sober,1,1,605951.659,4024437.532
BS078,2006,605,27,sober,1,0,606238.493,4024028.28
BS078,2023,605,27,sober,1,1,606238.493,4024028.28
BS079,2006,730,20,sober,1,0,606551,4024472
BS080,2006,856,32,sober,0,0,607270,4024597
BS081,2006,308,23,sober,1,0,603666,4025833
BS081,2018,308,23,sober,1,1,603666,4025833
BS081,2023,308,23,sober,1,1,603666,4025833
BS083,2006,426,21,control,1,0,602051.338,4026483.686
BS084,2006,432,36,sober,1,0,602453,4024780
BS084,2010,432,36,sober,1,0,602453,4024780
BS084,2013,432,36,sober,1,0,602453,4024780
BS084,2018,432,36,sober,1,1,602453,4024780
BS084,2022,432,36,sober,1,1,602453,4024780
BS085,2006,505,30,sober,1,0,602438,4024359
BS085,2011,505,30,sober,1,0,602438,4024359
BS085,2014,505,30,sober,1,0,602438,4024359
